Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,Year_Anomaly_ZScore,Adult_Mortality_Anomaly_ZScore,infant_deaths_Anomaly_ZScore,Alcohol_Anomaly_ZScore,percentage_expenditure_Anomaly_ZScore,Hepatitis_B_Anomaly_ZScore,Measles_Anomaly_ZScore,BMI_Anomaly_ZScore,under_five_deaths_Anomaly_ZScore,Polio_Anomaly_ZScore,Total_expenditure_Anomaly_ZScore,Diphtheria_Anomaly_ZScore,HIV_AIDS_Anomaly_ZScore,GDP_Anomaly_ZScore,Population_Anomaly_ZScore,thinness_1_19_years_Anomaly_ZScore,thinness_5_9_years_Anomaly_ZScore,Income_composition_of_resources_Anomaly_ZScore,Schooling_Anomaly_ZScore,Life_expectancy_Anomaly_ZScore,Year_Anomaly_IQR,Adult_Mortality_Anomaly_IQR,infant_deaths_Anomaly_IQR,Alcohol_Anomaly_IQR,percentage_expenditure_Anomaly_IQR,Hepatitis_B_Anomaly_IQR,Measles_Anomaly_IQR,BMI_Anomaly_IQR,under_five_deaths_Anomaly_IQR,Polio_Anomaly_IQR,Total_expenditure_Anomaly_IQR,Diphtheria_Anomaly_IQR,HIV_AIDS_Anomaly_IQR,GDP_Anomaly_IQR,Population_Anomaly_IQR,thinness_1_19_years_Anomaly_IQR,thinness_5_9_years_Anomaly_IQR,Income_composition_of_resources_Anomaly_IQR,Schooling_Anomaly_IQR,Life_expectancy_Anomaly_IQR
2015,146,0,null,0E-17,97,0,33.2999999999999970,0,98,null,97,0.1000000000000000,9252.1172399999996000,126265.0000000000,6.9000000000000000,6.8000000000000000,0.77900000000000003,15.2000000000000000,74.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,166,0,2.490000000000000200,6.64898249999999980,99,12,29.7000000000000000,0,99,4.5999999999999996,99,0.1000000000000000,83.6350000000000050,1244121.0000000000,7.4000000000000000,7.3000000000000000,0.72799999999999998,13.6000000000000000,72.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,121,0,6.170000000000000000,709.13112279999996000,93,0,57.8000000000000000,0,95,6.1300000000000000,95,0.1000000000000000,7325.7347399999999000,616969.0000000000,2.1000000000000000,2.1000000000000000,0.77400000000000002,14.2000000000000000,74.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,134,0,0.010000000000000000,57.12190145999999700,92,0,55.0000000000000000,0,93,8.4499999999999993,93,0.1000000000000000,338.1995350000000300,613353.0000000000,2.2999999999999998,2.4000000000000000,0.74000000000000000,12.6000000000000000,73.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,133,22,0.579999999999999960,127.76320050000000000,95,1217,49.9000000000000000,25,97,5.2300000000000000,97,0.1000000000000000,2191.4785670000001000,3869346.0000000000,6.4000000000000000,6.3000000000000000,0.57499999999999996,10.0000000000000000,71.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,375,61,0.010000000000000000,54.91159474999999900,79,9,22.2000000000000000,84,79,6.9800000000000000,79,4.0999999999999996,623.2871141000000500,27212382.0000000000,3.6000000000000000,3.5000000000000000,0.40899999999999997,9.1000000000000000,56.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2002,416,87,2.160000000000000000,40.82597076999999800,76,7155,17.3000000000000000,127,76,6.4500000000000000,76,14.5000000000000000,262.8845509999999900,19139658.0000000000,4.0000000000000000,4.0000000000000000,0.31100000000000000,6.2000000000000000,49.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2010,29,49,0.300000000000000000,17.48293752000000000,92,190,19.8000000000000000,65,9,1.9200000000000000,9,0.5000000000000000,987.7365832000000400,5155896.0000000000,13.1000000000000000,13.3000000000000000,0.51500000000000001,8.8000000000000007,65.400000000000006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2004,228,66,0.440000000000000000,4.15451614000000010,39,1329,15.7000000000000000,90,92,1.9700000000000000,82,0.5000000000000000,219.8156688000000000,487377.0000000000,13.3000000000000000,13.6000000000000000,0.45500000000000002,7.8000000000000000,63.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,356,3,5.120000000000000000,62.11039295999999900,92,21,29.4000000000000000,4,81,6.9900000000000000,86,15.2000000000000000,422.5196799999999900,279915.0000000000,12.0000000000000000,12.0000000000000000,0.57799999999999996,11.3000000000000000,60.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,189,27,0.210000000000000000,70.27113178999999800,82,2089,15.4000000000000000,35,82,6.4400000000000000,82,0.2000000000000000,473.8444490000000000,26475859.0000000000,17.0000000000000000,17.6000000000000010,0.49199999999999999,10.1000000000000000,67.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2015,57,1,null,0E-17,94,7,62.1000000000000000,1,95,null,95,0.1000000000000000,44292.8847299999980000,16939923.0000000000,1.0000000000000000,0.9000000000000000,0.92300000000000004,18.1000000000000010,81.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,71,0,9.619999999999999200,6664.14870799999970000,9,43,64.8000000000000000,0,93,11.2000000000000000,93,0.1000000000000000,33691.3483700000000000,null,0.3000000000000000,0.3000000000000000,0.89900000000000002,20.3000000000000000,89.000000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,76,0,9.190000000000000000,606.31065609999996000,88,25,63.2000000000000000,0,88,8.3500000000000000,88,0.1000000000000000,3259.7347100000002000,null,0.3000000000000000,0.3000000000000000,0.89100000000000001,19.2000000000000000,81.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,148,2,3.550000000000000000,473.12381240000002000,98,0,53.2000000000000000,3,99,9.4000000000000000,98,0.1000000000000000,1975.4647700000000000,613997.0000000000,1.8000000000000000,1.7000000000000000,0.63600000000000001,11.6000000000000000,74.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,157,2,3.630000000000000000,334.81742459999998000,98,0,51.7000000000000000,3,99,8.4000000000000000,98,0.1000000000000000,1792.3844999999999000,587718.0000000000,1.8000000000000000,1.7000000000000000,0.62500000000000000,11.5000000000000000,73.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,252,50,0.120000000000000000,5.88376053599999960,7,372,17.3000000000000000,95,75,6.3600000000000000,7,0.9000000000000000,348.1515110000000300,16425578.0000000000,1.7000000000000000,1.6000000000000000,0.31200000000000000,4.5000000000000000,58.200000000000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2003,28,56,0.100000000000000000,20.26876572000000100,92,54190,14.6000000000000000,121,44,6.2300000000000000,41,1.6000000000000000,215.8548000000000100,1265687.0000000000,12.3000000000000000,12.2000000000000000,0.26600000000000001,3.0000000000000000,52.100000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
2001,283,57,0.110000000000000000,1.81782971700000000,92,61208,13.9000000000000000,127,42,7.1000000000000000,36,1.6000000000000000,165.2572470000000100,11771976.0000000000,12.7000000000000000,12.7000000000000000,0.25500000000000000,2.9000000000000000,56.000000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
2002,81,0,5.890000000000000000,749.68233820000000000,92,5,54.6000000000000000,0,93,9.6199999999999992,93,0.1000000000000000,4361.1538000000000000,4538159.0000000000,0.8000000000000000,0.7000000000000000,0.91600000000000004,17.1000000000000010,78.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,1,0.460000000000000000,1154.89347300000010000,98,0,52.8000000000000000,1,99,2.7600000000000000,98,0.1000000000000000,21268.7563999999980000,null,7.0000000000000000,6.8000000000000000,0.79600000000000004,13.7000000000000000,76.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,13,1,0.540000000000000000,585.91709449999996000,99,5,47.3000000000000000,1,99,3.1800000000000000,99,0.1000000000000000,8629.1177399999997000,null,7.1000000000000000,6.8000000000000000,0.71599999999999997,11.0000000000000000,73.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,163,365,0.040000000000000000,60.18648815000000200,72,8749,23.9000000000000000,450,72,2.7000000000000000,72,0.1000000000000000,1272.4416100000001000,181712595.0000000000,19.6000000000000010,2.0000000000000000,0.53800000000000003,7.7000000000000000,66.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
2010,172,372,0.040000000000000000,0.66751505000000000,82,4321,21.9000000000000000,461,82,3.2000000000000000,82,0.1000000000000000,14.1422680000000000,1756182.0000000000,2.2000000000000002,2.7000000000000000,0.52100000000000002,7.5000000000000000,65.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,76,2,11.200000000000000000,7584.07857900000000000,88,780,59.9000000000000000,3,94,11.2500000000000000,95,0.1000000000000000,41785.5569099999990000,8177693.0000000000,1.1000000000000001,1.1000000000000001,0.90700000000000003,16.7000000000000000,81.000000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,82,3,11.500000000000000000,7777.55635299999990000,86,567,58.5000000000000000,3,95,1.1800000000000000,96,0.1000000000000000,41814.8191000000010000,82266372.0000000000,1.1000000000000001,1.1000000000000001,0.89800000000000002,16.6000000000000010,79.800000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009,271,41,1.760000000000000000,30.72290501000000200,94,101,24.9000000000000000,60,94,5.1700000000000000,94,2.1000000000000000,186.7653799999999900,2393831.0000000000,7.3000000000000000,7.2000000000000000,0.54200000000000004,10.4000000000000000,66.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,31,42,1.600000000000000000,3.33643796899999990,8,12289,2.7000000000000000,63,8,3.7000000000000000,78,3.5000000000000000,39.4844730000000010,19924522.0000000000,8.8000000000000007,8.8000000000000007,0.48399999999999999,7.6000000000000000,57.600000000000000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
2012,76,0,8.199999999999999300,2528.99293500000020000,98,3,64.9000000000000060,0,99,9.2400000000000000,99,0.1000000000000000,22242.6819299999990000,114511.0000000000,0.8000000000000000,0.7000000000000000,0.85799999999999998,16.8000000000000000,84.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,77,0,9.510000000000000000,3682.88717000000000000,95,1,62.4000000000000000,0,99,9.7600000000000000,99,0.1000000000000000,31997.2821000000000000,1177841.0000000000,0.8000000000000000,0.7000000000000000,0.85299999999999998,15.9000000000000000,79.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,162,0,8.920000000000000000,754.95971290000000000,99,0,42.4000000000000000,0,99,5.7600000000000000,99,0.1000000000000000,7946.9443460000002000,null,3.8000000000000000,3.9000000000000000,0E-17,15.4000000000000000,72.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,32,18,6.100000000000000000,64.39853343999999400,92,0,37.5000000000000000,24,58,5.6100000000000000,55,4.3000000000000000,387.9429725000000000,9119178.0000000000,4.5000000000000000,4.5000000000000000,0.45000000000000000,8.1000000000000000,58.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,146,0,11.270000000000000000,164.27934070000001000,92,2,63.0000000000000000,1,99,7.7400000000000000,99,0.1000000000000000,12834.3234900000010000,992362.0000000000,1.7000000000000000,1.7000000000000000,0.82299999999999995,15.4000000000000000,75.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,18,1,13.280000000000000000,146.86080160000000000,92,0,58.2000000000000000,1,99,8.8000000000000007,99,0.1000000000000000,1259.5265999999999000,117146.0000000000,2.1000000000000000,2.1000000000000000,0.79300000000000004,15.3000000000000000,72.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,0,7.810000000000000000,6818.54640699999980000,92,0,59.7000000000000000,0,89,8.6800000000000000,89,0.1000000000000000,44333.8517999999970000,32716.0000000000,1.0000000000000000,0.9000000000000000,0.90100000000000002,18.7000000000000000,82.500000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,26,1400,1.590000000000000000,5.23477032400000030,6,41144,14.4000000000000000,1900,67,4.2300000000000004,64,0.3000000000000000,118.1663729999999900,1179681239.0000000000,27.1000000000000000,28.0000000000000000,0.54600000000000004,9.9000000000000000,65.200000000000000,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
2005,19,163,0.060000000000000000,5.38178256199999970,65,15853,19.0000000000000000,201,79,2.7900000000000000,72,0.1000000000000000,126.9288339999999900,22671273.0000000000,1.9000000000000000,1.9000000000000000,0.62900000000000000,11.1000000000000000,67.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2003,213,30,0.070000000000000007,0E-17,63,0,51.3000000000000000,37,73,4.3600000000000003,75,0.1000000000000000,null,25627626.0000000000,5.5000000000000000,5.2000000000000000,0.61599999999999999,9.4000000000000000,66.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,75,0,13.590000000000000000,9797.55266099999970000,92,64,56.6000000000000000,0,92,7.5700000000000000,92,0.1000000000000000,61388.1745700000030000,4398942.0000000000,0.3000000000000000,0.2000000000000000,0.90200000000000002,17.6000000000000010,79.500000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,57,2,7.560000000000000000,4831.64479599999960000,95,0,63.1000000000000000,2,95,9.2500000000000000,95,0.1000000000000000,35396.6651700000000000,678914.0000000000,0.6000000000000000,0.6000000000000000,0.87700000000000000,16.3000000000000000,82.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,72,2,9.300000000000000700,3519.25851500000000000,95,10982,57.0000000000000000,3,97,8.1700000000000000,96,0.1000000000000000,27387.2258000000000000,5731323.0000000000,0.5000000000000000,0.5000000000000000,0.84099999999999997,15.4000000000000000,79.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,57,2,0.010000000000000000,88.83362243000000500,92,462,28.6000000000000000,3,99,1.2300000000000000,96,0.1000000000000000,3896.2115100000001000,127276.0000000000,2.0000000000000000,1.7000000000000000,0.89900000000000002,15.3000000000000000,83.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,58,2,7.390000000000000000,121.58691630000000000,92,228,27.8000000000000000,3,99,1.1700000000000000,97,0.1000000000000000,4863.4766499999996000,127629.0000000000,1.9000000000000000,1.7000000000000000,0.88900000000000001,15.3000000000000000,83.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,3,7.830000000000000000,578.72542729999998000,92,8286,23.4000000000000000,5,97,8.0000000000000000,97,0.1000000000000000,3488.3991999999998000,127718.0000000000,1.7000000000000000,1.4000000000000000,0.86299999999999999,14.8000000000000000,81.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,129,4,0.540000000000000000,259.15723750000001000,95,19,55.5000000000000000,4,95,9.6800000000000000,95,0.1000000000000000,1812.2883740000000000,5287488.0000000000,3.9000000000000000,3.9000000000000000,0.71199999999999997,13.0000000000000000,72.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,131,4,0.550000000000000040,248.69746300000000000,97,61,54.8000000000000000,4,97,9.9000000000000000,99,0.1000000000000000,1728.2659000000001000,5193482.0000000000,4.0000000000000000,3.9000000000000000,0.70599999999999996,12.7000000000000000,71.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,222,0,0.460000000000000000,11.07543330999999900,9,0,67.9000000000000060,0,9,8.1199999999999992,9,0.1000000000000000,796.7937633999999900,8446.0000000000,0.2000000000000000,0.2000000000000000,0E-17,10.0000000000000000,64.099999999999994,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2008,88,1,0.030000000000000000,2078.39274800000020000,99,0,67.5000000000000000,1,99,1.9300000000000000,99,0.1000000000000000,55571.9985999999990000,null,3.3000000000000000,3.1000000000000000,0.78700000000000003,13.8000000000000000,73.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,89,1,0.010000000000000000,2443.44427499999980000,99,0,66.7000000000000000,1,99,2.2500000000000000,99,0.1000000000000000,42717.5572499999980000,null,3.2000000000000000,3.1000000000000000,0.78700000000000003,14.1000000000000000,73.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,229,4,2.770000000000000000,0E-17,94,40,39.0000000000000000,4,94,6.8700000000000000,94,0.1000000000000000,null,null,3.3000000000000000,3.4000000000000000,0.61799999999999999,12.6000000000000000,67.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,24,11,3.690000000000000000,0E-17,57,58,15.5000000000000000,15,56,4.1399999999999997,57,0.2000000000000000,null,null,9.9000000000000000,9.9000000000000000,0.50300000000000000,9.0000000000000000,61.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,216,0,9.920000000000000000,86.92553990000000400,99,2,57.0000000000000000,0,99,6.3700000000000000,99,0.1000000000000000,7558.7425999999996000,2238799.0000000000,2.5000000000000000,2.5000000000000000,0.79100000000000004,15.9000000000000000,76.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,134,2,0.010000000000000000,0E-17,96,0,62.8000000000000000,2,96,4.3300000000000000,96,0.1000000000000000,null,null,5.7000000000000000,5.5000000000000000,0.73499999999999999,13.4000000000000000,72.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,141,2,0.010000000000000000,31.80653287999999900,99,2771,55.3000000000000000,3,97,3.4600000000000000,97,0.1000000000000000,586.8364000000000300,null,5.5000000000000000,5.4000000000000000,0.74700000000000000,15.9000000000000000,71.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,66,0,8.840000000000000000,2380.69979599999990000,86,1,65.5999999999999940,0,83,8.9300000000000000,85,0.1000000000000000,16671.5672000000010000,4538.0000000000,0.7000000000000000,0.7000000000000000,0.80900000000000005,14.8000000000000000,79.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,29,8,0.010000000000000000,62.48419552000000000,8,35,28.8000000000000000,12,8,3.3600000000000000,8,1.2000000000000000,1364.2837450000000000,383239.0000000000,8.3000000000000007,8.1000000000000000,0.49099999999999999,7.8000000000000000,62.500000000000000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2008,217,8,0.020000000000000000,61.76263794999999800,74,4,26.1000000000000000,12,73,3.2300000000000000,74,1.3000000000000000,1167.5356890000000000,347541.0000000000,9.1999999999999993,8.9000000000000000,0.47499999999999998,7.2000000000000000,61.400000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,221,8,0.010000000000000000,55.79836969000000100,68,22,24.8000000000000000,12,68,3.2100000000000000,68,1.3000000000000000,944.1348510000000300,322653.0000000000,9.6000000000000000,9.4000000000000000,0.46600000000000003,7.2000000000000000,69.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,169,0,1.890000000000000000,0E-17,83,0,67.0000000000000000,0,83,13.7600000000000000,84,0.1000000000000000,null,null,0.2000000000000000,0.2000000000000000,0.63800000000000001,11.7000000000000000,68.900000000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,176,0,1.730000000000000000,0E-17,84,0,64.0999999999999940,0,81,11.9200000000000000,67,0.1000000000000000,null,null,0.2000000000000000,0.2000000000000000,0.62200000000000000,10.9000000000000000,68.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,178,0,1.900000000000000000,0E-17,91,0,63.6000000000000000,0,94,12.1100000000000000,94,0.1000000000000000,null,null,0.2000000000000000,0.2000000000000000,0.61699999999999999,10.7000000000000000,67.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,185,0,2.230000000000000000,0E-17,87,0,61.5000000000000000,0,85,7.8800000000000000,85,0.1000000000000000,null,null,0.3000000000000000,0.3000000000000000,0E-17,0E-16,67.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2013,227,1,0.010000000000000000,241.19586450000000000,98,0,5.4000000000000000,1,98,4.2100000000000000,98,0.1000000000000000,4385.3793550000000000,286917.0000000000,2.2000000000000002,2.2999999999999998,0.72000000000000000,14.7000000000000000,68.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,26,2,3.790000000000000000,126.69810900000000000,98,12,43.9000000000000000,2,99,5.6000000000000000,95,0.1000000000000000,1634.8143100000000000,259167.0000000000,2.2000000000000002,2.4000000000000000,0.66100000000000003,13.0000000000000000,65.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,274,2,2.750000000000000000,98.68367951000000500,98,0,42.1000000000000000,2,99,5.9000000000000000,99,0.1000000000000000,998.8226670999999900,2526446.0000000000,2.2999999999999998,2.4000000000000000,0.63700000000000001,11.8000000000000000,64.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
