CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Region,Manager,Returned
RD-19720,22,20,1419.737,4,4,2,10,Champions,Central,Kelly Williams,false
RD-19810,15,16,1137.616,4,4,1,9,Loyal,Central,Kelly Williams,false
RD-19810,15,16,1137.616,4,4,1,9,Loyal,South,Cassandra Brandow,false
RD-19810,15,16,1137.616,4,4,1,9,Loyal,East,Chuck Magee,false
RD-19810,15,16,1137.616,4,4,1,9,Loyal,West,Anna Andreadi,false
RD-19900,115,21,3133.924,2,4,3,9,Loyal,West,Anna Andreadi,true
RD-19900,115,21,3133.924,2,4,3,9,Loyal,Central,Kelly Williams,true
RD-19900,115,21,3133.924,2,4,3,9,Loyal,East,Chuck Magee,true
RD-19930,43,10,970.942,3,2,1,6,Potential,Central,Kelly Williams,false
RD-19930,43,10,970.942,3,2,1,6,Potential,West,Anna Andreadi,false
RE-19405,1098,1,48.36,1,1,1,3,Dormant,East,Chuck Magee,false
RE-19450,303,9,876.696,1,2,1,4,Dormant,Central,Kelly Williams,false
RE-19450,303,9,876.696,1,2,1,4,Dormant,East,Chuck Magee,false
RE-19450,303,9,876.696,1,2,1,4,Dormant,West,Anna Andreadi,false
RF-19345,391,16,3309.1499999999996,1,4,3,8,Loyal,South,Cassandra Brandow,false
RF-19345,391,16,3309.1499999999996,1,4,3,8,Loyal,Central,Kelly Williams,false
RF-19345,391,16,3309.1499999999996,1,4,3,8,Loyal,West,Anna Andreadi,false
RF-19345,391,16,3309.1499999999996,1,4,3,8,Loyal,East,Chuck Magee,false
RF-19735,90,14,2341.2960000000003,2,3,3,8,Loyal,Central,Kelly Williams,true
RF-19735,90,14,2341.2960000000003,2,3,3,8,Loyal,West,Anna Andreadi,true
RF-19735,90,14,2341.2960000000003,2,3,3,8,Loyal,East,Chuck Magee,true
RF-19735,90,14,2341.2960000000003,2,3,3,8,Loyal,South,Cassandra Brandow,true
RF-19840,7,11,945.222,4,2,1,7,Loyal,East,Chuck Magee,false
RF-19840,7,11,945.222,4,2,1,7,Loyal,South,Cassandra Brandow,false
RF-19840,7,11,945.222,4,2,1,7,Loyal,West,Anna Andreadi,false
RF-19840,7,11,945.222,4,2,1,7,Loyal,Central,Kelly Williams,false
RH-19495,33,8,3621.376,3,2,3,8,Loyal,East,Chuck Magee,false
RH-19495,33,8,3621.376,3,2,3,8,Loyal,Central,Kelly Williams,false
RH-19495,33,8,3621.376,3,2,3,8,Loyal,South,Cassandra Brandow,false
RH-19495,33,8,3621.376,3,2,3,8,Loyal,West,Anna Andreadi,false
RH-19510,468,12,6979.18,1,3,4,8,Loyal,West,Anna Andreadi,false
RH-19510,468,12,6979.18,1,3,4,8,Loyal,East,Chuck Magee,false
RH-19510,468,12,6979.18,1,3,4,8,Loyal,Central,Kelly Williams,false
RH-19555,520,3,740.382,1,1,1,3,Dormant,South,Cassandra Brandow,false
RH-19600,535,11,2085.74,1,2,2,5,Potential,Central,Kelly Williams,false
RH-19600,535,11,2085.74,1,2,2,5,Potential,South,Cassandra Brandow,false
RK-19300,120,8,1460.192,2,2,2,6,Potential,East,Chuck Magee,false
RK-19300,120,8,1460.192,2,2,2,6,Potential,Central,Kelly Williams,false
RL-19615,122,24,6234.91,2,4,4,10,Champions,Central,Kelly Williams,true
RL-19615,122,24,6234.91,2,4,4,10,Champions,West,Anna Andreadi,true
RL-19615,122,24,6234.91,2,4,4,10,Champions,East,Chuck Magee,true
RL-19615,122,24,6234.91,2,4,4,10,Champions,South,Cassandra Brandow,true
RM-19375,346,9,1453.4740000000002,1,2,2,5,Potential,East,Chuck Magee,false
RM-19375,346,9,1453.4740000000002,1,2,2,5,Potential,Central,Kelly Williams,false
RM-19375,346,9,1453.4740000000002,1,2,2,5,Potential,West,Anna Andreadi,false
RM-19375,346,9,1453.4740000000002,1,2,2,5,Potential,South,Cassandra Brandow,false
RM-19675,7,11,5979.0960000000005,4,2,4,10,Champions,East,Chuck Magee,false
RM-19675,7,11,5979.0960000000005,4,2,4,10,Champions,South,Cassandra Brandow,false
RM-19675,7,11,5979.0960000000005,4,2,4,10,Champions,West,Anna Andreadi,false
RM-19750,300,2,98.35,1,1,1,3,Dormant,East,Chuck Magee,true
RO-19780,36,12,3815.478,3,3,4,10,Champions,Central,Kelly Williams,false
RO-19780,36,12,3815.478,3,3,4,10,Champions,West,Anna Andreadi,false
RO-19780,36,12,3815.478,3,3,4,10,Champions,South,Cassandra Brandow,false
RP-19270,497,12,954.6451999999999,1,3,1,5,Potential,West,Anna Andreadi,false
RP-19270,497,12,954.6451999999999,1,3,1,5,Potential,Central,Kelly Williams,false
RP-19390,34,25,5153.084000000001,3,4,4,11,Champions,West,Anna Andreadi,true
RP-19390,34,25,5153.084000000001,3,4,4,11,Champions,East,Chuck Magee,true
RP-19390,34,25,5153.084000000001,3,4,4,11,Champions,Central,Kelly Williams,true
RP-19855,29,15,2170.716,4,3,2,9,Loyal,South,Cassandra Brandow,false
RP-19855,29,15,2170.716,4,3,2,9,Loyal,Central,Kelly Williams,false
RP-19855,29,15,2170.716,4,3,2,9,Loyal,West,Anna Andreadi,false
RR-19315,20,4,615.932,4,1,1,6,Potential,West,Anna Andreadi,false
RR-19315,20,4,615.932,4,1,1,6,Potential,Central,Kelly Williams,false
RR-19525,171,10,3302.2619999999997,2,2,3,7,Loyal,Central,Kelly Williams,true
RR-19525,171,10,3302.2619999999997,2,2,3,7,Loyal,East,Chuck Magee,true
RR-19525,171,10,3302.2619999999997,2,2,3,7,Loyal,South,Cassandra Brandow,true
RS-19420,77,9,3221.29,2,2,3,7,Loyal,East,Chuck Magee,false
RS-19420,77,9,3221.29,2,2,3,7,Loyal,South,Cassandra Brandow,false
RS-19420,77,9,3221.29,2,2,3,7,Loyal,West,Anna Andreadi,false
RS-19765,37,14,4159.77,3,3,4,10,Champions,Central,Kelly Williams,true
RS-19765,37,14,4159.77,3,3,4,10,Champions,South,Cassandra Brandow,true
RS-19765,37,14,4159.77,3,3,4,10,Champions,East,Chuck Magee,true
RS-19765,37,14,4159.77,3,3,4,10,Champions,West,Anna Andreadi,true
RS-19870,20,3,22.328,4,1,1,6,Potential,Central,Kelly Williams,false
RS-19870,20,3,22.328,4,1,1,6,Potential,East,Chuck Magee,false
RW-19540,121,23,7397.401,2,4,4,10,Champions,West,Anna Andreadi,true
RW-19540,121,23,7397.401,2,4,4,10,Champions,Central,Kelly Williams,true
RW-19630,90,16,3279.746,2,4,3,9,Loyal,West,Anna Andreadi,false
RW-19630,90,16,3279.746,2,4,3,9,Loyal,Central,Kelly Williams,false
RW-19630,90,16,3279.746,2,4,3,9,Loyal,East,Chuck Magee,false
RW-19690,80,15,3495.646,2,3,3,8,Loyal,Central,Kelly Williams,false
RW-19690,80,15,3495.646,2,3,3,8,Loyal,West,Anna Andreadi,false
RW-19690,80,15,3495.646,2,3,3,8,Loyal,South,Cassandra Brandow,false
RW-19690,80,15,3495.646,2,3,3,8,Loyal,East,Chuck Magee,false
SA-20830,64,21,4767.3415,3,4,4,11,Champions,South,Cassandra Brandow,true
SA-20830,64,21,4767.3415,3,4,4,11,Champions,Central,Kelly Williams,true
SA-20830,64,21,4767.3415,3,4,4,11,Champions,West,Anna Andreadi,true
SA-20830,64,21,4767.3415,3,4,4,11,Champions,East,Chuck Magee,true
SB-20170,202,7,1348.02,1,1,2,4,Dormant,East,Chuck Magee,false
SB-20170,202,7,1348.02,1,1,2,4,Dormant,Central,Kelly Williams,false
SB-20170,202,7,1348.02,1,1,2,4,Dormant,West,Anna Andreadi,false
SB-20185,189,12,6410.996,1,3,4,8,Loyal,West,Anna Andreadi,false
SB-20185,189,12,6410.996,1,3,4,8,Loyal,Central,Kelly Williams,false
SB-20185,189,12,6410.996,1,3,4,8,Loyal,East,Chuck Magee,false
SB-20290,48,17,8057.891,3,4,4,11,Champions,South,Cassandra Brandow,false
SB-20290,48,17,8057.891,3,4,4,11,Champions,East,Chuck Magee,false
SB-20290,48,17,8057.891,3,4,4,11,Champions,West,Anna Andreadi,false
SB-20290,48,17,8057.891,3,4,4,11,Champions,Central,Kelly Williams,false
SC-20020,782,17,3362.9636,1,4,3,8,Loyal,Central,Kelly Williams,false
SC-20020,782,17,3362.9636,1,4,3,8,Loyal,East,Chuck Magee,false
SC-20050,41,15,4624.572,3,3,4,10,Champions,South,Cassandra Brandow,false
SC-20050,41,15,4624.572,3,3,4,10,Champions,East,Chuck Magee,false
SC-20050,41,15,4624.572,3,3,4,10,Champions,Central,Kelly Williams,false
SC-20050,41,15,4624.572,3,3,4,10,Champions,West,Anna Andreadi,false
SC-20095,350,22,14142.334,1,4,4,9,Loyal,West,Anna Andreadi,true
SC-20095,350,22,14142.334,1,4,4,9,Loyal,Central,Kelly Williams,true
SC-20095,350,22,14142.334,1,4,4,9,Loyal,East,Chuck Magee,true
SC-20095,350,22,14142.334,1,4,4,9,Loyal,South,Cassandra Brandow,true
SC-20230,150,11,4371.9580000000005,2,2,4,8,Loyal,West,Anna Andreadi,false
SC-20230,150,11,4371.9580000000005,2,2,4,8,Loyal,Central,Kelly Williams,false
SC-20230,150,11,4371.9580000000005,2,2,4,8,Loyal,East,Chuck Magee,false
SC-20260,188,18,3729.7929999999997,1,4,3,8,Loyal,East,Chuck Magee,false
SC-20260,188,18,3729.7929999999997,1,4,3,8,Loyal,Central,Kelly Williams,false
SC-20260,188,18,3729.7929999999997,1,4,3,8,Loyal,West,Anna Andreadi,false
SC-20260,188,18,3729.7929999999997,1,4,3,8,Loyal,South,Cassandra Brandow,false
SC-20305,30,12,3979.065,4,3,4,11,Champions,East,Chuck Magee,false
SC-20305,30,12,3979.065,4,3,4,11,Champions,Central,Kelly Williams,false
SC-20305,30,12,3979.065,4,3,4,11,Champions,West,Anna Andreadi,false
SC-20380,31,20,5992.536,4,4,4,12,Champions,South,Cassandra Brandow,false
SC-20380,31,20,5992.536,4,4,4,12,Champions,East,Chuck Magee,false
SC-20380,31,20,5992.536,4,4,4,12,Champions,West,Anna Andreadi,false
SC-20380,31,20,5992.536,4,4,4,12,Champions,Central,Kelly Williams,false
SC-20440,37,10,1874.998,3,2,2,7,Loyal,West,Anna Andreadi,false
SC-20440,37,10,1874.998,3,2,2,7,Loyal,East,Chuck Magee,false
SC-20575,93,7,902.7280000000001,2,1,1,4,Dormant,South,Cassandra Brandow,false
SC-20575,93,7,902.7280000000001,2,1,1,4,Dormant,Central,Kelly Williams,false
SC-20575,93,7,902.7280000000001,2,1,1,4,Dormant,East,Chuck Magee,false
SC-20575,93,7,902.7280000000001,2,1,1,4,Dormant,West,Anna Andreadi,false
SC-20680,127,8,1254.64,2,2,2,6,Potential,West,Anna Andreadi,false
SC-20680,127,8,1254.64,2,2,2,6,Potential,Central,Kelly Williams,false
SC-20680,127,8,1254.64,2,2,2,6,Potential,South,Cassandra Brandow,false
SC-20695,90,14,2576.408,2,3,3,8,Loyal,Central,Kelly Williams,false
SC-20695,90,14,2576.408,2,3,3,8,Loyal,South,Cassandra Brandow,false
SC-20695,90,14,2576.408,2,3,3,8,Loyal,East,Chuck Magee,false
SC-20725,188,26,5226.21,1,4,4,9,Loyal,Central,Kelly Williams,true
SC-20725,188,26,5226.21,1,4,4,9,Loyal,West,Anna Andreadi,true
SC-20725,188,26,5226.21,1,4,4,9,Loyal,East,Chuck Magee,true
SC-20770,42,21,4492.657,3,4,4,11,Champions,East,Chuck Magee,false
SC-20770,42,21,4492.657,3,4,4,11,Champions,Central,Kelly Williams,false
SC-20770,42,21,4492.657,3,4,4,11,Champions,South,Cassandra Brandow,false
SC-20770,42,21,4492.657,3,4,4,11,Champions,West,Anna Andreadi,false
SC-20800,31,5,279.25600000000003,4,1,1,6,Potential,Central,Kelly Williams,true
SC-20800,31,5,279.25600000000003,4,1,1,6,Potential,West,Anna Andreadi,true
SC-20800,31,5,279.25600000000003,4,1,1,6,Potential,South,Cassandra Brandow,true
SC-20845,132,4,280.632,2,1,1,4,Dormant,West,Anna Andreadi,false
SC-20845,132,4,280.632,2,1,1,4,Dormant,Central,Kelly Williams,false
SD-20485,201,21,6121.114,1,4,4,9,Loyal,South,Cassandra Brandow,false
SD-20485,201,21,6121.114,1,4,4,9,Loyal,East,Chuck Magee,false
SD-20485,201,21,6121.114,1,4,4,9,Loyal,Central,Kelly Williams,false
SD-20485,201,21,6121.114,1,4,4,9,Loyal,West,Anna Andreadi,false
SE-20110,10,19,12209.438000000002,4,4,4,12,Champions,Central,Kelly Williams,false
SE-20110,10,19,12209.438000000002,4,4,4,12,Champions,West,Anna Andreadi,false
SE-20110,10,19,12209.438000000002,4,4,4,12,Champions,East,Chuck Magee,false
SE-20110,10,19,12209.438000000002,4,4,4,12,Champions,South,Cassandra Brandow,false
SF-20065,60,9,763.546,3,2,1,6,Potential,South,Cassandra Brandow,false
SF-20065,60,9,763.546,3,2,1,6,Potential,East,Chuck Magee,false
SF-20065,60,9,763.546,3,2,1,6,Potential,West,Anna Andreadi,false
SF-20065,60,9,763.546,3,2,1,6,Potential,Central,Kelly Williams,false
SF-20200,60,15,3422.786,3,3,3,9,Loyal,East,Chuck Magee,false
SF-20200,60,15,3422.786,3,3,3,9,Loyal,West,Anna Andreadi,false
SF-20200,60,15,3422.786,3,3,3,9,Loyal,Central,Kelly Williams,false
SF-20965,49,17,3336.535,3,4,3,10,Champions,East,Chuck Magee,false
SF-20965,49,17,3336.535,3,4,3,10,Champions,Central,Kelly Williams,false
SF-20965,49,17,3336.535,3,4,3,10,Champions,West,Anna Andreadi,false
SG-20080,9,11,3406.581,4,2,3,9,Loyal,West,Anna Andreadi,true
SG-20080,9,11,3406.581,4,2,3,9,Loyal,Central,Kelly Williams,true
SG-20470,184,14,1884.7980000000002,2,3,2,7,Loyal,East,Chuck Magee,false
SG-20470,184,14,1884.7980000000002,2,3,2,7,Loyal,South,Cassandra Brandow,false
SG-20470,184,14,1884.7980000000002,2,3,2,7,Loyal,West,Anna Andreadi,false
SG-20605,109,13,3124.8320000000003,2,3,3,8,Loyal,East,Chuck Magee,false
SG-20605,109,13,3124.8320000000003,2,3,3,8,Loyal,Central,Kelly Williams,false
SG-20605,109,13,3124.8320000000003,2,3,3,8,Loyal,South,Cassandra Brandow,false
SG-20605,109,13,3124.8320000000003,2,3,3,8,Loyal,West,Anna Andreadi,false
SG-20890,227,5,47.946000000000005,1,1,1,3,Dormant,Central,Kelly Williams,false
SG-20890,227,5,47.946000000000005,1,1,1,3,Dormant,East,Chuck Magee,false
SH-19975,30,29,3406.8395,4,4,3,11,Champions,West,Anna Andreadi,true
SH-19975,30,29,3406.8395,4,4,3,11,Champions,Central,Kelly Williams,true
SH-19975,30,29,3406.8395,4,4,3,11,Champions,East,Chuck Magee,true
SH-19975,30,29,3406.8395,4,4,3,11,Champions,South,Cassandra Brandow,true
SH-20395,24,15,2180.718,4,3,2,9,Loyal,South,Cassandra Brandow,false
SH-20395,24,15,2180.718,4,3,2,9,Loyal,East,Chuck Magee,false
SH-20395,24,15,2180.718,4,3,2,9,Loyal,West,Anna Andreadi,false
SH-20635,766,2,2096.392,1,1,2,4,Dormant,South,Cassandra Brandow,false
SH-20635,766,2,2096.392,1,1,2,4,Dormant,West,Anna Andreadi,false
SJ-20125,96,24,3949.656,2,4,4,10,Champions,South,Cassandra Brandow,false
SJ-20125,96,24,3949.656,2,4,4,10,Champions,East,Chuck Magee,false
SJ-20125,96,24,3949.656,2,4,4,10,Champions,Central,Kelly Williams,false
SJ-20125,96,24,3949.656,2,4,4,10,Champions,West,Anna Andreadi,false
SJ-20215,30,10,1341.036,4,2,2,8,Loyal,Central,Kelly Williams,true
SJ-20215,30,10,1341.036,4,2,2,8,Loyal,South,Cassandra Brandow,true
SJ-20215,30,10,1341.036,4,2,2,8,Loyal,West,Anna Andreadi,true
SJ-20500,254,7,1318.7759999999998,1,1,2,4,Dormant,West,Anna Andreadi,false
SJ-20500,254,7,1318.7759999999998,1,1,2,4,Dormant,East,Chuck Magee,false
SJ-20500,254,7,1318.7759999999998,1,1,2,4,Dormant,Central,Kelly Williams,false
SK-19990,9,5,883.409,4,1,1,6,Potential,East,Chuck Magee,false
SL-20155,71,9,3053.012,3,2,3,8,Loyal,West,Anna Andreadi,true
SL-20155,71,9,3053.012,3,2,3,8,Loyal,East,Chuck Magee,true
SL-20155,71,9,3053.012,3,2,3,8,Loyal,South,Cassandra Brandow,true
SL-20155,71,9,3053.012,3,2,3,8,Loyal,Central,Kelly Williams,true
SM-20005,422,6,244.49399999999997,1,1,1,3,Dormant,East,Chuck Magee,false
SM-20005,422,6,244.49399999999997,1,1,1,3,Dormant,West,Anna Andreadi,false
SM-20005,422,6,244.49399999999997,1,1,1,3,Dormant,Central,Kelly Williams,false
SM-20320,80,15,25043.05,2,3,4,9,Loyal,East,Chuck Magee,true
SM-20320,80,15,25043.05,2,3,4,9,Loyal,West,Anna Andreadi,true
SM-20320,80,15,25043.05,2,3,4,9,Loyal,South,Cassandra Brandow,true
SM-20320,80,15,25043.05,2,3,4,9,Loyal,Central,Kelly Williams,true
SM-20905,607,6,1043.0410000000002,1,1,1,3,Dormant,East,Chuck Magee,false
SM-20950,26,22,5563.392,4,4,4,12,Champions,East,Chuck Magee,false
SM-20950,26,22,5563.392,4,4,4,12,Champions,Central,Kelly Williams,false
SM-20950,26,22,5563.392,4,4,4,12,Champions,West,Anna Andreadi,false
SM-20950,26,22,5563.392,4,4,4,12,Champions,South,Cassandra Brandow,false
SN-20560,112,15,1860.4180000000001,2,3,2,7,Loyal,Central,Kelly Williams,false
SN-20560,112,15,1860.4180000000001,2,3,2,7,Loyal,East,Chuck Magee,false
SN-20560,112,15,1860.4180000000001,2,3,2,7,Loyal,West,Anna Andreadi,false
SN-20710,80,19,3127.9592,2,4,3,9,Loyal,West,Anna Andreadi,false
SN-20710,80,19,3127.9592,2,4,3,9,Loyal,Central,Kelly Williams,false
SN-20710,80,19,3127.9592,2,4,3,9,Loyal,South,Cassandra Brandow,false
SO-20335,30,15,2602.5755,4,3,3,10,Champions,West,Anna Andreadi,true
SO-20335,30,15,2602.5755,4,3,3,10,Champions,South,Cassandra Brandow,true
SO-20335,30,15,2602.5755,4,3,3,10,Champions,East,Chuck Magee,true
SP-20545,328,10,1306.086,1,2,2,5,Potential,East,Chuck Magee,false
SP-20545,328,10,1306.086,1,2,2,5,Potential,Central,Kelly Williams,false
SP-20620,48,24,5440.319,3,4,4,11,Champions,South,Cassandra Brandow,true
SP-20620,48,24,5440.319,3,4,4,11,Champions,East,Chuck Magee,true
SP-20620,48,24,5440.319,3,4,4,11,Champions,West,Anna Andreadi,true
SP-20620,48,24,5440.319,3,4,4,11,Champions,Central,Kelly Williams,true
SP-20650,387,15,1872.4360000000001,1,3,2,6,Potential,East,Chuck Magee,true
SP-20650,387,15,1872.4360000000001,1,3,2,6,Potential,Central,Kelly Williams,true
SP-20650,387,15,1872.4360000000001,1,3,2,6,Potential,West,Anna Andreadi,true
SP-20650,387,15,1872.4360000000001,1,3,2,6,Potential,South,Cassandra Brandow,true
SP-20860,80,24,4282.9400000000005,2,4,4,10,Champions,Central,Kelly Williams,true
SP-20860,80,24,4282.9400000000005,2,4,4,10,Champions,South,Cassandra Brandow,true
SP-20860,80,24,4282.9400000000005,2,4,4,10,Champions,East,Chuck Magee,true
SP-20860,80,24,4282.9400000000005,2,4,4,10,Champions,West,Anna Andreadi,true
SP-20920,71,14,3990.6890000000003,3,3,4,10,Champions,West,Anna Andreadi,true
SP-20920,71,14,3990.6890000000003,3,3,4,10,Champions,East,Chuck Magee,true
SP-20920,71,14,3990.6890000000003,3,3,4,10,Champions,Central,Kelly Williams,true
SR-20425,9,9,3233.481,4,2,3,9,Loyal,West,Anna Andreadi,false
SR-20425,9,9,3233.481,4,2,3,9,Loyal,East,Chuck Magee,false
SR-20425,9,9,3233.481,4,2,3,9,Loyal,South,Cassandra Brandow,false
SR-20425,9,9,3233.481,4,2,3,9,Loyal,Central,Kelly Williams,false
SR-20740,197,12,4345.886,1,3,4,8,Loyal,West,Anna Andreadi,true
SR-20740,197,12,4345.886,1,3,4,8,Loyal,Central,Kelly Williams,true
SR-20740,197,12,4345.886,1,3,4,8,Loyal,East,Chuck Magee,true
SR-20740,197,12,4345.886,1,3,4,8,Loyal,South,Cassandra Brandow,true
SS-20140,16,21,1324.028,4,4,2,10,Champions,South,Cassandra Brandow,true
SS-20140,16,21,1324.028,4,4,2,10,Champions,West,Anna Andreadi,true
SS-20140,16,21,1324.028,4,4,2,10,Champions,Central,Kelly Williams,true
SS-20140,16,21,1324.028,4,4,2,10,Champions,East,Chuck Magee,true
SS-20410,111,12,3056.807,2,3,3,8,Loyal,South,Cassandra Brandow,true
SS-20410,111,12,3056.807,2,3,3,8,Loyal,West,Anna Andreadi,true
SS-20410,111,12,3056.807,2,3,3,8,Loyal,Central,Kelly Williams,true
SS-20410,111,12,3056.807,2,3,3,8,Loyal,East,Chuck Magee,true
SS-20515,492,6,613.4,1,1,1,3,Dormant,South,Cassandra Brandow,false
SS-20515,492,6,613.4,1,1,1,3,Dormant,East,Chuck Magee,false
SS-20515,492,6,613.4,1,1,1,3,Dormant,Central,Kelly Williams,false
SS-20590,433,9,418.49,1,2,1,4,Dormant,Central,Kelly Williams,true
SS-20590,433,9,418.49,1,2,1,4,Dormant,West,Anna Andreadi,true
SS-20875,121,15,964.636,2,3,1,6,Potential,East,Chuck Magee,false
SS-20875,121,15,964.636,2,3,1,6,Potential,Central,Kelly Williams,false
SS-20875,121,15,964.636,2,3,1,6,Potential,South,Cassandra Brandow,false
SS-20875,121,15,964.636,2,3,1,6,Potential,West,Anna Andreadi,false
ST-20530,126,12,433.34000000000003,2,3,1,6,Potential,East,Chuck Magee,true
ST-20530,126,12,433.34000000000003,2,3,1,6,Potential,Central,Kelly Williams,true
ST-20530,126,12,433.34000000000003,2,3,1,6,Potential,South,Cassandra Brandow,true
ST-20530,126,12,433.34000000000003,2,3,1,6,Potential,West,Anna Andreadi,true
SU-20665,21,18,2595.364,4,4,3,11,Champions,South,Cassandra Brandow,false
SU-20665,21,18,2595.364,4,4,3,11,Champions,Central,Kelly Williams,false
SU-20665,21,18,2595.364,4,4,3,11,Champions,East,Chuck Magee,false
SU-20665,21,18,2595.364,4,4,3,11,Champions,West,Anna Andreadi,false
SV-20365,102,32,11470.95,2,4,4,10,Champions,East,Chuck Magee,true
SV-20365,102,32,11470.95,2,4,4,10,Champions,South,Cassandra Brandow,true
SV-20365,102,32,11470.95,2,4,4,10,Champions,Central,Kelly Williams,true
SV-20365,102,32,11470.95,2,4,4,10,Champions,West,Anna Andreadi,true
SV-20785,321,25,4105.305,1,4,4,9,Loyal,South,Cassandra Brandow,false
SV-20785,321,25,4105.305,1,4,4,9,Loyal,East,Chuck Magee,false
SV-20785,321,25,4105.305,1,4,4,9,Loyal,West,Anna Andreadi,false
SV-20785,321,25,4105.305,1,4,4,9,Loyal,Central,Kelly Williams,false
SV-20815,77,6,1271.0900000000001,2,1,2,5,Potential,Central,Kelly Williams,false
SV-20815,77,6,1271.0900000000001,2,1,2,5,Potential,West,Anna Andreadi,false
SV-20815,77,6,1271.0900000000001,2,1,2,5,Potential,South,Cassandra Brandow,false
SV-20935,3,13,1903.491,4,3,2,9,Loyal,West,Anna Andreadi,false
SV-20935,3,13,1903.491,4,3,2,9,Loyal,East,Chuck Magee,false
SV-20935,3,13,1903.491,4,3,2,9,Loyal,Central,Kelly Williams,false
SW-20245,82,10,1085.078,2,2,1,5,Potential,West,Anna Andreadi,false
SW-20245,82,10,1085.078,2,2,1,5,Potential,East,Chuck Magee,false
SW-20245,82,10,1085.078,2,2,1,5,Potential,South,Cassandra Brandow,false
SW-20245,82,10,1085.078,2,2,1,5,Potential,Central,Kelly Williams,false
SW-20275,31,7,1966.65,4,1,2,7,Loyal,East,Chuck Magee,false
SW-20275,31,7,1966.65,4,1,2,7,Loyal,Central,Kelly Williams,false
SW-20275,31,7,1966.65,4,1,2,7,Loyal,West,Anna Andreadi,false
SW-20275,31,7,1966.65,4,1,2,7,Loyal,South,Cassandra Brandow,false
SW-20350,163,6,1019.044,2,1,1,4,Dormant,Central,Kelly Williams,false
SW-20350,163,6,1019.044,2,1,1,4,Dormant,East,Chuck Magee,false
SW-20455,163,9,2921.544,2,2,3,7,Loyal,South,Cassandra Brandow,false
SW-20455,163,9,2921.544,2,2,3,7,Loyal,West,Anna Andreadi,false
SW-20455,163,9,2921.544,2,2,3,7,Loyal,East,Chuck Magee,false
SW-20755,535,8,758.6959999999999,1,2,1,4,Dormant,East,Chuck Magee,true
SW-20755,535,8,758.6959999999999,1,2,1,4,Dormant,West,Anna Andreadi,true
SZ-20035,36,20,3625.3289999999997,3,4,3,10,Champions,Central,Kelly Williams,false
SZ-20035,36,20,3625.3289999999997,3,4,3,10,Champions,East,Chuck Magee,false
SZ-20035,36,20,3625.3289999999997,3,4,3,10,Champions,West,Anna Andreadi,false
TA-21385,70,10,14595.62,3,2,4,9,Loyal,East,Chuck Magee,false
TA-21385,70,10,14595.62,3,2,4,9,Loyal,Central,Kelly Williams,false
TB-21055,120,18,1467.881,2,4,2,8,Loyal,East,Chuck Magee,true
TB-21175,59,11,3589.296,3,2,3,8,Loyal,South,Cassandra Brandow,false
TB-21175,59,11,3589.296,3,2,3,8,Loyal,East,Chuck Magee,false
TB-21175,59,11,3589.296,3,2,3,8,Loyal,Central,Kelly Williams,false
TB-21190,50,4,816.1740000000001,3,1,1,5,Potential,South,Cassandra Brandow,false
TB-21190,50,4,816.1740000000001,3,1,1,5,Potential,West,Anna Andreadi,false
TB-21190,50,4,816.1740000000001,3,1,1,5,Potential,East,Chuck Magee,false
TB-21250,350,19,1602.3760000000002,1,4,2,7,Loyal,West,Anna Andreadi,false
TB-21250,350,19,1602.3760000000002,1,4,2,7,Loyal,Central,Kelly Williams,false
TB-21250,350,19,1602.3760000000002,1,4,2,7,Loyal,East,Chuck Magee,false
TB-21280,584,11,2198.45,1,2,2,5,Potential,East,Chuck Magee,false
TB-21280,584,11,2198.45,1,2,2,5,Potential,West,Anna Andreadi,false
TB-21280,584,11,2198.45,1,2,2,5,Potential,South,Cassandra Brandow,false
TB-21280,584,11,2198.45,1,2,2,5,Potential,Central,Kelly Williams,false
TB-21355,147,13,834.328,2,3,1,6,Potential,East,Chuck Magee,false
TB-21355,147,13,834.328,2,3,1,6,Potential,South,Cassandra Brandow,false
TB-21355,147,13,834.328,2,3,1,6,Potential,Central,Kelly Williams,false
TB-21400,203,17,9133.99,1,4,4,9,Loyal,West,Anna Andreadi,false
TB-21400,203,17,9133.99,1,4,4,9,Loyal,Central,Kelly Williams,false
TB-21400,203,17,9133.99,1,4,4,9,Loyal,South,Cassandra Brandow,false
TB-21400,203,17,9133.99,1,4,4,9,Loyal,East,Chuck Magee,false
TB-21520,108,20,4737.486,2,4,4,10,Champions,East,Chuck Magee,false
TB-21520,108,20,4737.486,2,4,4,10,Champions,West,Anna Andreadi,false
TB-21520,108,20,4737.486,2,4,4,10,Champions,Central,Kelly Williams,false
TB-21595,286,7,1387.5590000000002,1,1,2,4,Dormant,Central,Kelly Williams,true
TB-21595,286,7,1387.5590000000002,1,1,2,4,Dormant,West,Anna Andreadi,true
TB-21595,286,7,1387.5590000000002,1,1,2,4,Dormant,East,Chuck Magee,true
TB-21625,31,15,2797.6679999999997,4,3,3,10,Champions,East,Chuck Magee,false
TB-21625,31,15,2797.6679999999997,4,3,3,10,Champions,Central,Kelly Williams,false
TB-21625,31,15,2797.6679999999997,4,3,3,10,Champions,West,Anna Andreadi,false
TC-20980,400,12,19052.218,1,3,4,8,Loyal,West,Anna Andreadi,true
TC-20980,400,12,19052.218,1,3,4,8,Loyal,South,Cassandra Brandow,true
