Sales,Profit,Discount,Order_ID
37.32,10.4496,0.0,US-2024-104486
35.06,10.518,0.0,US-2024-104486
41.376,4.6548,0.2,US-2024-161998
88.752,11.094,0.2,US-2024-145821
8.856,2.9889,0.2,US-2024-116687
158.376,13.8579,0.2,US-2024-116687
844.116,-36.1764,0.3,US-2024-112130
665.88,106.5408,0.0,US-2024-107937
23.696,6.5164,0.2,US-2024-112130
18.2,2.0475,0.2,US-2024-112130
8.82,2.5578,0.0,US-2024-150770
59.904,14.2272,0.2,US-2024-112130
49.568,17.3488,0.2,US-2024-150770
62.496,21.8736,0.2,US-2024-150770
13.848,5.193,0.2,US-2024-160864
7.968,2.8884,0.2,US-2024-112130
76.752,-9.594,0.2,US-2024-112130
339.96,122.3856,0.0,US-2024-150770
27.552,-0.3444,0.2,US-2024-112130
22.288,-8.9152,0.6,US-2024-129700
26.8,12.864,0.0,US-2024-144253
125.93,35.2604,0.0,US-2024-146290
946.344,118.293,0.2,US-2024-110548
244.006,-31.3722,0.3,US-2024-137512
15.936,5.3784,0.2,US-2024-137512
45.68,21.0128,0.0,US-2024-147879
24.3,10.45,0.0,CA-2024-132548
19.6,9.604,0.0,CA-2024-132548
39.96,-23.976,0.6,CA-2024-132548
31.4,13.19,0.0,CA-2024-132548
127.764,21.294,0.1,US-2024-160857
123.96,11.1564,0.0,US-2024-136798
79.44,30.1872,0.0,US-2024-160857
8.352,1.2528,0.2,US-2024-113971
5.248,0.5904,0.2,US-2024-109939
43.98,21.99,0.0,US-2024-136798
19.44,9.3312,0.0,US-2024-160857
37.94,18.2112,0.0,US-2024-142055
357.93,7.1586,0.0,US-2024-160857
2799.944,1014.9797,0.2,US-2024-160857
377.97,105.8316,0.0,US-2024-136798
48.81,23.9169,0.0,US-2024-155635
70.97,-191.619,0.8,US-2024-129217
36.784,3.6784,0.2,US-2024-129217
46.688,-2.918,0.2,US-2024-144043
191.968,16.7972,0.2,US-2024-135727
21.968,-15.9268,0.6,US-2024-131856
14.592,4.9248,0.2,US-2024-162607
127.904,41.5688,0.2,US-2024-131856
12.84,5.778,0.0,US-2024-159380
25.68,11.556,0.0,US-2024-159380
36.63,9.8901,0.0,US-2024-130876
201.584,20.1584,0.2,US-2024-122910
619.152,69.6546,0.2,US-2024-131856
16.0,5.6,0.2,US-2024-145835
222.384,16.6788,0.2,US-2024-145835
509.9575,41.9965,0.15,US-2024-100146
97.568,-6.098,0.2,US-2024-100146
722.352,81.2646,0.2,US-2024-100146
122.91,34.4148,0.0,US-2024-100146
2.696,0.8088,0.2,US-2024-119291
198.272,17.3488,0.2,US-2024-119291
18.588,-13.6312,0.7,US-2024-119291
4.896,-3.4272,0.7,US-2024-119291
200.984,62.8075,0.2,US-2024-119291
47.36,17.76,0.2,US-2024-119291
97.696,31.7512,0.2,US-2024-119291
1117.92,55.896,0.0,US-2024-165162
17.94,8.7906,0.0,US-2024-166604
51.968,-10.3936,0.2,US-2024-138492
255.968,31.996,0.2,US-2024-100769
33.28,-49.92,0.8,US-2024-117184
31.5,15.12,0.0,US-2024-100251
14.088,4.9308,0.2,US-2024-117184
55.6,16.124,0.0,US-2024-100251
10.86,5.3214,0.0,US-2024-165554
163.136,20.392,0.2,US-2024-153535
6.408,-4.9128,0.7,US-2024-153535
20.768,-52.9584,0.8,US-2024-168914
24.588,-18.0312,0.7,US-2024-102806
26.976,8.7672,0.2,US-2024-169278
8.26,3.7996,0.0,US-2024-149846
104.79,29.3412,0.0,US-2024-149846
2973.32,334.4985,0.2,US-2024-149846
775.728,58.1796,0.2,US-2024-149846
75.33,19.5858,0.0,US-2024-136805
850.5,245.7,0.1,US-2024-136805
121.792,13.7016,0.2,US-2024-110569
19.194,-12.796,0.7,US-2024-110569
186.69,87.7443,0.0,US-2024-154921
51.45,13.8915,0.0,US-2024-119102
602.651,-163.5767,0.3,US-2024-165512
7.656,-13.0152,0.8,US-2024-165512
14.73,4.8609,0.0,US-2024-141768
845.728,84.5728,0.2,US-2024-138898
21.24,8.0712,0.0,US-2024-152128
127.96,60.1412,0.0,US-2024-152128
32.368,11.7334,0.2,US-2024-132941
22.368,1.6776,0.2,US-2024-132941
207.984,36.3972,0.2,US-2024-132941
467.04,58.38,0.2,US-2024-109708
105.686,-28.6862,0.3,US-2024-143147
104.93,-4.497,0.3,US-2024-143147
20.24,7.8936,0.0,US-2024-148964
12.224,4.4312,0.2,US-2024-113327
153.728,53.8048,0.2,US-2024-113327
18.272,5.9384,0.2,US-2024-113327
167.944,50.3832,0.2,US-2024-113327
399.54,-79.908,0.4,US-2024-143147
47.82,14.346,0.0,US-2024-131758
6.63,1.7901,0.0,US-2024-118948
6.096,2.0574,0.2,US-2024-135020
13.05,6.003,0.0,US-2024-131758
45.36,21.7728,0.0,US-2024-135020
77.55,21.714,0.0,US-2024-149601
535.41,160.623,0.0,US-2024-135020
16.24,2.436,0.0,US-2024-149601
45.99,13.3371,0.0,US-2024-135020
317.058,-86.0586,0.3,US-2024-111339
41.568,-4.1568,0.2,US-2024-111339
167.76,62.91,0.2,US-2024-120880
8.04,2.9145,0.2,US-2024-111339
12.39,5.6994,0.0,US-2024-168277
85.056,28.7064,0.2,US-2024-104297
32.4,15.552,0.0,US-2024-120880
540.57,140.5482,0.0,US-2024-120880
160.32,44.8896,0.0,US-2024-103177
151.96,36.4704,0.0,US-2024-163923
128.85,3.8655,0.0,US-2024-103177
239.97,2.3997,0.0,US-2024-103177
1406.86,140.686,0.0,US-2024-147788
2567.84,770.352,0.0,US-2024-120677
8.28,2.9808,0.0,US-2024-149748
22.2,9.102,0.0,US-2024-133627
51.56,-61.872,0.6,US-2024-100818
10.272,1.1556,0.2,US-2024-136224
3.564,-6.237,0.8,US-2024-100818
7.56,0.3024,0.0,US-2024-156153
5.904,1.9926,0.2,US-2024-100818
15.75,7.56,0.0,US-2024-147788
173.488,54.215,0.2,US-2024-100818
58.38,26.271,0.0,US-2024-124919
274.8,134.652,0.0,US-2024-149748
105.52,48.5392,0.0,US-2024-124919
323.1,61.389,0.0,US-2024-147788
80.88,21.0288,0.0,US-2024-124919
62.18,16.7886,0.0,US-2024-149748
5.728,-9.1648,0.8,US-2024-163685
403.68,181.656,0.0,US-2024-132836
28.91,13.2986,0.0,US-2024-132836
11.76,5.7624,0.0,US-2024-161242
42.24,13.2,0.2,US-2024-163685
299.98,83.9944,0.0,US-2024-132836
41.9,11.732,0.0,US-2024-132836
35.28,11.9952,0.0,US-2024-142020
9.26,3.0558,0.0,US-2024-164833
7.38,3.4686,0.0,US-2024-164833
30.44,14.3068,0.0,US-2024-142020
119.98,35.994,0.0,US-2024-158491
989.97,395.988,0.0,US-2024-158491
1522.638,169.182,0.1,US-2024-166947
10.56,4.752,0.0,US-2024-115168
8.016,1.002,0.2,US-2024-157343
18.312,-12.208,0.7,US-2024-157343
7.52,2.632,0.2,US-2024-142041
25.92,9.072,0.2,US-2024-157343
173.208,45.4671,0.2,US-2024-162201
143.128,-393.602,0.8,US-2024-164007
4.448,0.3336,0.2,US-2024-162201
18.264,-13.3936,0.7,US-2024-162201
9.0,3.15,0.2,US-2024-162201
42.24,13.2,0.2,US-2024-162201
173.488,54.215,0.2,US-2024-162201
516.96,-6.462,0.2,US-2024-162201
2.376,0.7425,0.2,US-2024-164007
355.36,92.3936,0.0,US-2024-141012
113.1,56.55,0.0,US-2024-110947
38.52,-26.964,0.7,US-2024-101868
64.2,-42.8,0.7,US-2024-101868
12.96,6.2208,0.0,US-2024-144190
72.6,-8.1675,0.2,US-2024-101868
140.376,8.7735,0.2,US-2024-141012
1123.92,-182.637,0.2,US-2024-121720
48.672,7.3008,0.2,US-2024-121720
29.16,10.7892,0.0,US-2024-123960
60.768,7.596,0.2,US-2024-121720
56.3,15.764,0.0,US-2024-123960
3.768,-3.14,0.7,US-2024-121720
36.26,16.6796,0.0,US-2024-123960
78.6,-62.88,0.7,US-2024-121720
32.4,15.552,0.0,US-2024-123960
1036.624,51.8312,0.2,US-2024-121720
563.808,21.1428,0.2,US-2024-121720
53.7,10.203,0.0,US-2024-123960
249.584,31.198,0.2,US-2024-121720
43.296,4.3296,0.2,US-2024-139850
20.736,7.2576,0.2,US-2024-139850
29.9,5.083,0.0,US-2024-131779
24.56,6.8768,0.0,US-2024-136105
55.984,4.1988,0.2,US-2024-104115
3.424,0.2996,0.2,US-2024-104059
24.78,6.9384,0.0,US-2024-104941
19.14,8.8044,0.0,US-2024-104941
29.84,13.428,0.0,US-2024-155054
36.624,13.734,0.2,US-2024-127418
8.26,3.8822,0.0,US-2024-155054
6.48,3.1104,0.0,US-2024-137281
32.4,15.552,0.0,US-2024-104941
67.98,14.9556,0.0,US-2024-155054
899.97,314.9895,0.0,US-2024-104941
51.072,5.1072,0.2,US-2024-120439
40.256,11.0704,0.2,US-2024-129896
364.704,-36.4704,0.2,US-2024-129896
9.568,2.99,0.2,US-2024-129896
82.368,-19.5624,0.2,US-2024-129896
11.672,-0.7295,0.2,US-2024-106495
225.576,22.5576,0.2,US-2024-164567
197.372,-25.3764,0.3,US-2024-118955
3050.376,1143.891,0.2,US-2024-163825
28.752,9.3444,0.2,US-2024-118955
6.208,2.1728,0.2,US-2024-167269
27.216,9.8658,0.2,US-2024-118955
133.98,33.495,0.0,US-2024-163825
643.136,56.2744,0.2,US-2024-156734
60.84,19.4688,0.0,US-2024-133242
75.36,20.724,0.2,US-2024-122287
51.98,15.0742,0.0,US-2024-154200
13.632,3.5784,0.2,US-2024-147011
6.129,-4.4946,0.7,US-2024-156734
9.156,-6.104,0.7,US-2024-122287
34.6,16.608,0.0,US-2024-133242
4.536,-3.3264,0.7,US-2024-122287
33.02,15.8496,0.0,US-2024-133242
11.952,4.3326,0.2,US-2024-122287
20.736,7.2576,0.2,US-2024-156734
450.04,58.5052,0.0,US-2024-133242
467.97,140.391,0.0,US-2024-133242
12.56,4.0192,0.0,US-2024-121965
5.792,-9.5568,0.8,US-2024-144302
186.69,87.7443,0.0,US-2024-121965
5.904,1.9926,0.2,US-2024-111864
6.48,3.1104,0.0,US-2024-121965
228.92,14.3075,0.2,US-2024-163734
257.64,100.4796,0.0,US-2024-140144
319.984,91.9954,0.2,US-2024-158351
125.944,15.743,0.2,US-2024-136427
125.976,47.241,0.2,US-2024-140144
107.976,37.7916,0.2,US-2024-123330
796.425,-525.6405,0.5,US-2024-124975
1217.568,456.588,0.2,US-2024-153423
4.96,2.3312,0.0,US-2024-128167
27.42,9.3228,0.0,US-2024-106187
165.98,74.691,0.0,US-2024-106187
5.43,1.7919,0.0,US-2024-139164
75.0,18.0,0.0,US-2024-106187
217.584,19.0386,0.2,US-2024-139164
143.976,8.9985,0.2,US-2024-139164
201.568,22.6764,0.2,US-2024-122826
204.85,57.358,0.0,US-2024-137750
75.384,-20.7306,0.6,US-2024-119690
20.96,5.24,0.0,US-2024-115945
0.984,-1.476,0.8,US-2024-119690
88.752,27.735,0.2,US-2024-115945
4.608,1.6704,0.2,US-2024-119690
47.952,16.1838,0.2,US-2024-119690
31.104,10.8864,0.2,US-2024-127110
304.23,9.1269,0.0,US-2024-115945
78.256,-17.6076,0.2,US-2024-127110
332.94,79.9056,0.0,US-2024-115938
43.04,21.0896,0.0,US-2024-115938
143.96,69.1008,0.0,US-2024-115938
43.056,15.6078,0.2,US-2024-143882
15.42,4.1634,0.0,US-2024-115938
41.9,8.799,0.0,US-2024-125395
971.88,109.3365,0.2,US-2024-166583
482.94,-376.6932,0.5,US-2024-162950
621.76,46.632,0.2,US-2024-112144
140.75,42.225,0.0,US-2024-103772
119.56,54.9976,0.0,US-2024-103772
5.904,1.9926,0.2,US-2024-112144
15.552,5.4432,0.2,US-2024-162950
117.882,1.3098,0.1,US-2024-165799
20.104,1.7591,0.2,US-2024-128860
24.96,11.232,0.0,US-2024-141684
269.98,72.8946,0.0,US-2024-100069
382.116,-92.7996,0.3,US-2024-157322
408.422,-5.8346,0.3,US-2024-157322
159.84,45.954,0.2,US-2024-140718
32.784,-85.2384,0.8,US-2024-120397
2.892,-2.3136,0.7,US-2024-140718
11.952,4.0338,0.2,US-2024-111703
11.168,3.7692,0.2,US-2024-157322
9.392,3.2872,0.2,US-2024-140718
15.552,5.6376,0.2,US-2024-111703
19.44,9.3312,0.0,US-2024-150196
435.504,48.9942,0.2,US-2024-157322
68.6,6.0025,0.2,US-2024-157322
74.24,8.352,0.2,US-2024-140718
70.98,4.9686,0.0,US-2024-128139
168.464,-29.4812,0.2,US-2024-153500
282.888,56.5776,0.2,US-2024-153500
294.93,144.5157,0.0,US-2024-128139
6.72,2.436,0.2,US-2024-153500
15.48,4.4892,0.0,US-2024-124268
22.848,7.4256,0.2,US-2024-152513
1099.96,285.9896,0.0,US-2024-154956
4.928,0.7392,0.2,US-2024-116750
4.928,0.7392,0.2,US-2024-158911
19.0,8.93,0.0,US-2024-130610
7.23,-5.784,0.7,US-2024-116750
11.784,4.2717,0.2,US-2024-158911
38.976,-2.436,0.2,US-2024-164336
34.8,2.175,0.2,US-2024-164336
301.96,60.392,0.0,US-2024-146087
170.352,-17.0352,0.2,US-2024-161627
155.82,63.8862,0.0,US-2024-108665
13.96,6.7008,0.0,US-2024-108665
11.12,2.8912,0.0,US-2024-116260
601.65,156.429,0.0,US-2024-108665
124.95,2.499,0.0,US-2024-108665
21.12,6.6,0.2,US-2024-129392
181.96,20.0156,0.0,US-2024-132626
48.632,-121.58,0.8,US-2024-123456
5.16,0.8385,0.2,US-2024-153626
79.36,32.5376,0.0,US-2024-132626
122.94,59.0112,0.0,US-2024-111094
43.68,21.4032,0.0,US-2024-132626
84.09,42.045,0.0,US-2024-132626
153.36,70.5456,0.0,US-2024-132626
15.8,5.056,0.0,US-2024-132626
12.39,5.6994,0.0,US-2024-132626
6.58,3.0268,0.0,US-2024-111094
98.21,28.4809,0.0,US-2024-132626
464.97,209.2365,0.0,US-2024-132626
269.982,40.4973,0.4,US-2024-135314
3.366,-2.244,0.7,US-2024-149384
39.92,12.974,0.2,US-2024-107020
341.488,-73.176,0.3,US-2024-142237
25.344,3.4848,0.2,US-2024-142237
289.8,36.225,0.2,US-2024-142237
199.836,-37.1124,0.3,US-2024-136469
11.12,0.834,0.2,US-2024-142237
98.352,34.4232,0.2,US-2024-142419
6.48,-4.752,0.7,US-2024-142237
2.502,-2.0016,0.7,US-2024-142237
221.06,103.8982,0.0,US-2024-136469
29.97,13.4865,0.0,US-2024-142419
716.0,193.32,0.0,US-2024-136469
383.607,-5.4801,0.3,US-2024-126557
7.76,-2.134,0.6,US-2024-126557
6.912,0.6912,0.2,US-2024-126557
1.928,-2.9884,0.8,US-2024-126557
537.544,53.7544,0.2,US-2024-126557
307.168,30.7168,0.2,US-2024-112711
148.48,16.704,0.2,US-2024-126557
659.168,49.4376,0.2,US-2024-126557
1931.04,321.84,0.1,US-2024-114069
11.808,4.2804,0.2,US-2024-114069
41.568,-66.5088,0.8,US-2024-107349
38.88,18.6624,0.0,US-2024-140851
9.96,4.6812,0.0,US-2024-114069
127.764,-191.646,0.7,US-2024-143364
441.92,49.716,0.2,US-2024-143364
18.496,6.7048,0.2,US-2024-143364
272.736,-64.7748,0.2,US-2024-143364
1348.704,-219.1644,0.2,US-2024-113404
700.152,78.7671,0.2,US-2024-113404
150.98,43.7842,0.0,US-2024-146948
137.25,63.135,0.0,US-2024-146948
11.52,5.4144,0.0,US-2024-146948
80.88,39.6312,0.0,US-2024-166520
599.9,191.968,0.0,US-2024-166520
195.466,-13.7976,0.15,US-2024-138534
231.92,5.798,0.2,US-2024-149629
14.432,3.4276,0.2,US-2024-121132
6.264,2.0358,0.2,US-2024-121132
7.38,2.1402,0.0,US-2024-122973
5.76,1.6128,0.0,US-2024-159590
3.328,1.2064,0.2,US-2024-122973
519.96,176.7864,0.0,US-2024-111206
135.99,36.7173,0.0,US-2024-122973
2.025,-1.35,0.7,US-2024-160150
913.43,-52.196,0.3,US-2024-122784
384.944,-126.4816,0.3,US-2024-122784
2.88,-4.464,0.8,US-2024-122784
106.75,49.105,0.0,US-2024-160472
26.4,11.88,0.0,US-2024-160472
97.82,45.9754,0.0,US-2024-160472
34.76,9.7328,0.0,US-2024-160472
141.4,38.178,0.0,US-2024-160472
831.2,124.68,0.0,US-2024-160472
153.584,13.4386,0.2,US-2024-122784
128.82,50.2398,0.0,US-2024-120810
68.94,20.682,0.0,US-2024-120810
10.512,3.6792,0.2,US-2024-124044
20.94,6.0726,0.0,US-2024-103135
135.09,62.1414,0.0,US-2024-103135
90.06,41.4276,0.0,US-2024-103135
279.86,64.3678,0.0,US-2024-103135
704.9,56.392,0.0,US-2024-148635
561.568,28.0784,0.2,US-2024-148635
358.58,39.4438,0.0,US-2024-154291
25.176,-18.4624,0.7,US-2024-150161
98.46,49.23,0.0,US-2024-154291
9.42,0.471,0.0,US-2024-148635
12.96,6.2208,0.0,US-2024-148635
623.96,38.9975,0.2,US-2024-139248
266.352,13.3176,0.2,US-2024-127754
393.165,-204.4458,0.5,US-2024-140200
99.2,25.792,0.0,US-2024-148180
9.144,3.0861,0.2,US-2024-148180
23.136,8.3868,0.2,US-2024-148180
167.86,78.8942,0.0,US-2024-136735
10.368,3.6288,0.2,US-2024-143700
29.97,0.2997,0.0,US-2024-129553
155.88,38.97,0.0,US-2024-164966
5.28,2.3232,0.0,US-2024-155334
10.92,4.095,0.2,US-2024-155334
61.792,6.1792,0.2,US-2024-132507
209.93,92.3692,0.0,US-2024-155334
1090.782,-290.8752,0.4,US-2024-124891
19.44,9.3312,0.0,US-2024-124891
52.59,15.777,0.0,US-2024-111017
2309.65,762.1845,0.0,US-2024-124891
239.7,105.468,0.0,US-2024-164427
1004.976,-175.8708,0.2,US-2024-153388
6.72,3.36,0.0,US-2024-153388
110.98,15.5372,0.0,US-2024-122406
277.5,-188.7,0.5,US-2024-112767
6.368,2.1492,0.2,US-2024-147501
8.4,4.116,0.0,US-2024-122406
199.98,83.9916,0.0,US-2024-122406
558.4,41.88,0.2,US-2024-147501
128.85,3.8655,0.0,US-2024-122406
14.76,-11.439,0.6,US-2024-112214
1.362,-2.1792,0.8,US-2024-112214
33.488,-1.2558,0.2,US-2024-112214
23.04,-4.896,0.2,US-2024-112214
369.1992,-114.0174,0.32,US-2024-135251
6.23,-9.6565,0.8,US-2024-135251
35.52,13.32,0.2,US-2024-135251
56.704,19.1376,0.2,US-2024-135251
27.216,9.8658,0.2,US-2024-160794
212.94,34.0704,0.0,US-2024-124219
77.58,20.1708,0.0,US-2024-117492
106.8,10.68,0.2,US-2024-138331
19.152,6.4638,0.2,US-2024-141936
28.4,13.064,0.0,US-2024-124219
3.304,1.1151,0.2,US-2024-163895
25.06,11.7782,0.0,US-2024-163237
494.97,148.491,0.0,US-2024-163237
144.784,10.8588,0.2,US-2024-168564
113.92,33.0368,0.0,US-2024-129322
39.66,11.898,0.0,US-2024-129322
447.86,210.4942,0.0,US-2024-129322
7.28,2.73,0.2,US-2024-168564
6.608,2.2302,0.2,US-2024-168564
79.99,28.7964,0.0,US-2024-127544
7.28,2.73,0.2,CA-2024-129322
6.608,2.2302,0.2,CA-2024-129322
144.784,10.8588,0.2,CA-2024-129322
687.4,48.118,0.0,US-2024-103954
10.02,4.4088,0.0,US-2024-128013
6.16,2.9568,0.0,US-2024-131338
47.04,18.3456,0.0,US-2024-131338
382.806,-153.1224,0.4,US-2024-131338
622.45,136.939,0.0,US-2024-163055
2.2,0.968,0.0,US-2024-163055
1217.568,456.588,0.2,US-2024-131338
10.65,5.0055,0.0,US-2024-131338
4.608,1.6704,0.2,US-2024-155453
143.7,68.976,0.0,US-2024-131338
144.12,69.1776,0.0,US-2024-128013
41.96,2.9372,0.0,US-2024-131338
21.98,0.2198,0.0,US-2024-163055
247.8,34.692,0.0,US-2024-131338
979.95,274.386,0.0,US-2024-131338
307.98,89.3142,0.0,US-2024-131338
133.472,15.0156,0.2,US-2024-156496
29.79,12.5118,0.0,US-2024-130022
64.75,29.1375,0.0,US-2024-121699
41.4,19.872,0.0,US-2024-130022
3.75,1.8,0.0,US-2024-130022
438.368,38.3572,0.2,US-2024-156496
139.944,-31.4874,0.2,US-2024-156496
46.152,12.1149,0.2,US-2024-119634
11.96,3.1096,0.0,US-2024-156797
138.0,34.5,0.0,US-2024-156797
31.56,10.4148,0.0,US-2024-148495
64.68,8.085,0.2,US-2024-133396
50.8,13.208,0.0,US-2024-112014
11.36,5.5664,0.0,US-2024-150441
5.64,2.7072,0.0,US-2024-120516
422.856,15.8571,0.2,US-2024-169656
104.23,28.1421,0.0,US-2024-142454
323.1,61.389,0.0,US-2024-162369
70.26,18.9702,0.0,US-2024-142454
301.47,-204.9996,0.5,US-2024-164238
254.352,0.0,0.2,US-2024-126753
2.304,0.2592,0.2,US-2024-128090
3.762,-2.7588,0.7,US-2024-126753
2.724,-1.9068,0.7,US-2024-126753
5.04,1.764,0.2,US-2024-128090
10.272,3.21,0.2,US-2024-126753
313.024,105.6456,0.2,US-2024-128090
10.368,3.6288,0.2,US-2024-126753
44.688,3.3516,0.2,US-2024-164238
31.176,-5.4558,0.2,US-2024-126753
1879.96,211.4955,0.2,US-2024-128090
519.792,-112.6216,0.4,US-2024-126753
10.272,1.1556,0.2,US-2024-119627
52.2,23.49,0.0,US-2024-111297
36.288,12.7008,0.2,US-2024-119627
252.8,-31.6,0.2,US-2024-119627
30.08,-5.264,0.2,US-2024-119627
586.398,34.494,0.15,US-2024-130456
544.008,40.8006,0.2,US-2024-144267
598.458,-42.747,0.3,US-2024-154823
25.984,-3.8976,0.2,US-2024-154823
35.76,10.0128,0.0,US-2024-122168
17.52,8.2344,0.0,US-2024-122168
12.828,-8.9796,0.7,US-2024-154823
99.588,-82.99,0.7,US-2024-130512
59.94,28.1718,0.0,US-2024-144267
23.92,11.7208,0.0,US-2024-144267
49.568,15.49,0.2,US-2024-130512
4.28,1.926,0.0,US-2024-144267
80.98,3.2392,0.0,US-2024-130456
663.072,-165.768,0.2,US-2024-130512
3.488,-0.6976,0.2,US-2024-130512
21.728,3.8024,0.2,US-2024-130512
16.52,7.5992,0.0,US-2024-129854
50.112,16.2864,0.2,US-2024-132080
5.768,-13.5548,0.8,US-2024-114468
542.94,152.0232,0.0,US-2024-165624
25.86,6.7236,0.0,US-2024-165624
12.032,2.256,0.2,US-2024-114468
8.64,4.2336,0.0,US-2024-165624
10.368,3.6288,0.2,US-2024-114468
193.8,94.962,0.0,US-2024-165624
97.88,48.94,0.0,US-2024-165624
21.4,9.63,0.0,US-2024-165624
31.68,2.772,0.2,US-2024-114468
251.91,47.8629,0.0,US-2024-165624
14.91,4.6221,0.0,US-2024-113740
284.364,-75.8304,0.4,US-2024-139584
918.785,-118.1295,0.3,US-2024-146563
7.152,0.7152,0.2,US-2024-169299
2.724,-4.2222,0.8,US-2024-146563
6.912,2.5056,0.2,US-2024-123939
999.432,124.929,0.2,US-2024-146563
724.08,-135.765,0.2,US-2024-146563
435.504,48.9942,0.2,US-2024-123939
26.0,11.7,0.0,US-2024-139584
79.96,18.3908,0.0,US-2024-102491
3080.0,1416.8,0.0,US-2024-102491
26.982,4.0473,0.4,US-2024-123939
587.97,170.5113,0.0,US-2024-102491
40.784,4.5882,0.2,US-2024-139759
20.104,-16.5858,0.6,US-2024-168809
7.88,-3.94,0.6,US-2024-168809
105.96,29.6688,0.0,US-2024-139759
3.798,-6.0768,0.8,US-2024-168809
5.104,1.6588,0.2,US-2024-113040
3.08,1.4784,0.0,US-2024-101707
114.2,52.532,0.0,US-2024-101707
484.65,92.0835,0.0,US-2024-126445
32.94,9.2232,0.0,US-2024-101707
307.666,28.9568,0.15,US-2024-121188
4.16,1.7472,0.0,US-2024-121188
103.481,-16.2613,0.3,US-2024-166219
41.36,13.959,0.2,US-2024-121188
728.82,29.1528,0.0,US-2024-121188
892.35,267.705,0.0,US-2024-121188
470.36,122.2936,0.0,US-2024-107902
2799.96,874.9875,0.2,US-2024-100377
43.176,15.1116,0.2,US-2024-121188
1099.96,82.497,0.2,US-2024-166219
114.52,11.452,0.0,US-2024-108532
131.98,35.6346,0.0,US-2024-108532
1552.831,200.9546,0.15,US-2024-111514
137.24,46.3185,0.2,US-2024-111514
58.32,27.9936,0.0,US-2024-112319
20.96,6.812,0.2,US-2024-142139
36.51,15.6993,0.0,US-2024-111514
239.976,80.9919,0.2,US-2024-111514
555.96,41.697,0.2,US-2024-157805
60.74,15.185,0.0,US-2024-104626
124.36,27.3592,0.0,US-2024-104626
114.6,51.57,0.0,US-2024-104626
4.752,1.6038,0.2,US-2024-137946
14.368,4.49,0.2,US-2024-137946
1088.76,315.7404,0.0,US-2024-104626
959.984,335.9944,0.2,US-2024-137946
129.568,-12.9568,0.2,US-2024-146745
238.152,89.307,0.2,US-2024-113215
137.62,60.5528,0.0,US-2024-121608
6.368,2.1492,0.2,US-2024-146745
200.984,62.8075,0.2,US-2024-149734
52.512,19.692,0.2,US-2024-138303
7.5,3.6,0.0,US-2024-169537
31.44,8.4888,0.0,US-2024-130204
120.33,31.2858,0.0,US-2024-104185
36.336,-7.2672,0.2,US-2024-138303
666.248,-149.9058,0.2,US-2024-138303
17.9,3.401,0.0,US-2024-130204
129.45,46.602,0.0,US-2024-130204
100.49,25.1225,0.0,US-2024-121608
9.762,-6.8334,0.7,US-2024-101924
7.656,-6.1248,0.7,US-2024-113523
15.28,7.4872,0.0,US-2024-142755
4.36,2.0492,0.0,US-2024-142755
279.9,137.151,0.0,US-2024-142755
134.376,6.7188,0.2,US-2024-159863
619.95,111.591,0.0,US-2024-142755
411.332,-4.8392,0.15,US-2024-130785
293.199,-20.6964,0.15,US-2024-130785
67.96,12.2328,0.0,US-2024-135510
6.16,2.9568,0.0,US-2024-105158
16.27,-25.2185,0.8,US-2024-162621
28.752,9.7038,0.2,US-2024-130785
4.47,-7.8225,0.8,US-2024-162621
36.84,17.3148,0.0,US-2024-105158
69.12,-14.688,0.2,US-2024-162621
271.764,60.392,0.1,US-2024-150791
191.82,74.8098,0.0,US-2024-138002
85.98,22.3548,0.0,US-2024-151435
8.39,2.0975,0.0,US-2024-109015
6.096,2.1336,0.2,US-2024-138002
46.62,21.4452,0.0,US-2024-169572
3.444,-2.5256,0.7,US-2024-133977
7.24,1.1765,0.2,US-2024-160696
46.32,18.0648,0.0,US-2024-143238
337.98,101.394,0.0,US-2024-109015
47.516,-2.0364,0.3,US-2024-122623
481.176,-120.294,0.4,US-2024-164084
27.414,-14.1639,0.4,US-2024-105599
140.736,12.3144,0.2,US-2024-161445
6.096,2.0574,0.2,US-2024-164084
4.923,-3.9384,0.7,US-2024-102876
9.522,-6.9828,0.7,US-2024-102876
7.24,2.3892,0.0,US-2024-164084
13.96,0.2792,0.0,US-2024-105599
70.26,18.9702,0.0,US-2024-164084
671.93,20.1579,0.0,US-2024-110744
90.0,16.2,0.0,US-2024-164084
559.93,167.979,0.0,US-2024-140557
791.964,-131.994,0.4,US-2024-102876
21.36,8.1168,0.0,US-2024-151624
26.4,11.88,0.0,US-2024-162166
41.88,0.8376,0.0,US-2024-162166
6.68,2.0,0.0,CA-2024-153071
361.96,83.2508,0.0,US-2024-147242
179.886,-2.5698,0.3,US-2024-139374
106.68,33.0708,0.0,US-2024-108672
61.96,16.1096,0.0,US-2024-147242
6.08,2.0672,0.0,US-2024-136658
14.94,7.0218,0.0,US-2024-168186
278.82,125.469,0.0,US-2024-147242
353.88,17.694,0.0,US-2024-117772
51.52,1.5456,0.0,US-2024-132906
24.64,4.004,0.2,US-2024-126186
210.68,50.5632,0.0,US-2024-132465
8.92,3.9248,0.0,US-2024-125934
111.04,29.9808,0.0,US-2024-125934
265.86,79.758,0.0,US-2024-153794
181.35,48.9645,0.0,US-2024-165057
209.6,96.416,0.0,US-2024-125934
