ProductID,Segment,Category,SubCategory,ProductName
OFF-BI-10002432,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002763,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10002763,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001569,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001569,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10001771,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004853,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001569,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Consumer,Office Supplies,Sub Category,Product Name
TEC-PH-10004700,Home Office,Technology,Sub Category,Product Name
TEC-PH-10004700,Corporate,Technology,Sub Category,Product Name
OFF-EN-10001509,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10004838,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10004838,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000936,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000621,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001617,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001116,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001116,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000143,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000143,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004022,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10004248,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10004248,Home Office,Office Supplies,Sub Category,Product Name
OFF-SU-10002522,Home Office,Office Supplies,Sub Category,Product Name
OFF-SU-10002522,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004967,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004967,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004967,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003724,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003724,Corporate,Office Supplies,Sub Category,Product Name
OFF-ST-10000617,Home Office,Office Supplies,Sub Category,Product Name
OFF-ST-10000617,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001982,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10001982,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000053,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000053,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10003424,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003424,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10001415,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10001415,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003338,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001890,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002799,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002799,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000822,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000822,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003094,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10001141,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10003196,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10000320,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10000320,Corporate,Furniture,Sub Category,Product Name
OFF-BI-10002897,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10003669,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004656,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003694,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10000992,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000992,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000585,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000585,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000585,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10002312,Home Office,Office Supplies,Sub Category,Product Name
OFF-EN-10002312,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001031,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001758,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10001031,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10001031,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004876,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10004868,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10002445,Corporate,Furniture,Sub Category,Product Name
OFF-AR-10002221,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10002221,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000831,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002335,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10002597,Consumer,Furniture,Sub Category,Product Name
OFF-BI-10000494,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000494,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10004030,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10004030,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10004030,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10004030,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10001626,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10001626,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10001626,Home Office,Office Supplies,Sub Category,Product Name
OFF-EN-10003862,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10001424,Consumer,Furniture,Sub Category,Product Name
OFF-BI-10000042,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10004752,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10004654,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10004654,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002804,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10001918,Consumer,Furniture,Sub Category,Product Name
OFF-PA-10000141,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000141,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000014,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000014,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004156,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004156,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10003529,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10003529,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002309,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001274,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002479,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001204,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001204,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001204,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002606,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10003270,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003270,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001204,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001204,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000528,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001215,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10001135,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10003134,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10001561,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10004052,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10001982,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001130,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004187,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10000443,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10003720,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000248,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000248,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000546,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000546,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003190,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10004559,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004559,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10002473,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004971,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003739,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004971,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000605,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001846,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003845,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001846,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002160,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004971,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000605,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001846,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10003026,Corporate,Furniture,Sub Category,Product Name
OFF-AR-10001770,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001770,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001770,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004511,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000848,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000848,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10003274,Consumer,Furniture,Sub Category,Product Name
OFF-FA-10003467,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10003467,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002160,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002160,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10003476,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003166,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000859,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002827,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10002885,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10002885,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10002885,Home Office,Furniture,Sub Category,Product Name
OFF-EN-10003845,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10003845,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10003845,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001662,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001662,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003256,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10003759,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000817,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10001990,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10001990,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10001990,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10003981,Consumer,Furniture,Sub Category,Product Name
OFF-BI-10000174,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001149,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000605,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000605,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000605,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10003059,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000591,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000591,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003056,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003056,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003056,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10002766,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10002203,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001947,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001184,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001947,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003971,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003971,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001947,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002250,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002250,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10001332,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001683,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10003021,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10002975,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10002975,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003772,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004425,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10004689,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003663,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004470,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004470,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10002255,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10002255,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002578,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002578,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003770,Home Office,Office Supplies,Sub Category,Product Name
OFF-EN-10002600,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000201,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10002988,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10000611,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000369,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003856,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003856,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001216,Consumer,Office Supplies,Sub Category,Product Name
OFF-SU-10001165,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10004415,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10004415,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10003602,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003602,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003602,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003602,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10003724,Home Office,Furniture,Sub Category,Product Name
OFF-BI-10002393,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002393,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002393,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004685,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004685,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004685,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004685,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001972,Home Office,Office Supplies,Sub Category,Product Name
OFF-SU-10002301,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003190,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003190,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004817,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004817,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10004076,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001315,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000634,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10000634,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001246,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001246,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001246,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002071,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002071,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002071,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10003829,Corporate,Furniture,Sub Category,Product Name
OFF-SU-10004661,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10001962,Corporate,Office Supplies,Sub Category,Product Name
OFF-SU-10003936,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004582,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10002222,Consumer,Office Supplies,Sub Category,Product Name
OFF-SU-10001664,Consumer,Office Supplies,Sub Category,Product Name
TEC-AC-10004877,Corporate,Technology,Sub Category,Product Name
OFF-BI-10000756,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000756,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10001229,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10001492,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10000462,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001560,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001560,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10001706,Corporate,Furniture,Sub Category,Product Name
OFF-LA-10002195,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10000134,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003087,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001267,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000735,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000735,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001307,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000304,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10002053,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002053,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002609,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10000940,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003394,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001227,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002949,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002949,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002949,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003429,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003429,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10000595,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10000595,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10002287,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000301,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000301,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000301,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10001509,Consumer,Office Supplies,Sub Category,Product Name
TEC-PH-10002365,Consumer,Technology,Sub Category,Product Name
OFF-PA-10001970,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003727,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10003727,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10002467,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004364,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004364,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004364,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10001843,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10001317,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001641,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10000452,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002012,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004970,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004970,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004970,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001667,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001593,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002245,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001667,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002246,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10002246,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10002268,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10002268,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10004757,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10004757,Consumer,Office Supplies,Sub Category,Product Name
OFF-SU-10000432,Home Office,Office Supplies,Sub Category,Product Name
OFF-SU-10000432,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10000023,Consumer,Furniture,Sub Category,Product Name
OFF-PA-10002001,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003349,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000232,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000232,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003349,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001934,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003349,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000232,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002036,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001934,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001573,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001573,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10001731,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10001731,Home Office,Furniture,Sub Category,Product Name
OFF-BI-10002414,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10000550,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10000550,Corporate,Furniture,Sub Category,Product Name
OFF-AR-10001919,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004665,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10004484,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10000476,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000390,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004484,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000390,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004484,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000390,Home Office,Office Supplies,Sub Category,Product Name
OFF-EN-10001137,Corporate,Office Supplies,Sub Category,Product Name
TEC-AC-10004209,Consumer,Technology,Sub Category,Product Name
FUR-FU-10000221,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10002963,Corporate,Furniture,Sub Category,Product Name
OFF-PA-10003177,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002552,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002365,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003953,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000019,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000289,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004621,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001293,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001166,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002365,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003177,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000223,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004782,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003172,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003172,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001800,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000552,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000788,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002005,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001972,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003309,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002787,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000304,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001534,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003953,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004735,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003177,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003848,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003441,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10004255,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003172,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000289,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003177,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004983,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002787,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004782,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003363,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10003441,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002005,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000520,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001870,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003953,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003848,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004101,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001800,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004735,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004621,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004451,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000788,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003543,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000809,Corporate,Office Supplies,Sub Category,Product Name
