Ship_Mode,Ship_Date,Order_ID
Standard Class,2023-11-18,US-2023-162362
Standard Class,2023-11-18,US-2023-162362
Second Class,2023-11-16,US-2023-125556
Standard Class,2023-11-20,US-2023-161634
Standard Class,2023-11-18,US-2023-166989
First Class,2023-11-15,US-2023-151554
Second Class,2023-11-16,US-2023-125556
First Class,2023-11-18,US-2023-127558
Standard Class,2023-11-21,US-2023-116407
Standard Class,2023-11-21,US-2023-116407
Standard Class,2023-11-22,US-2023-128888
Standard Class,2023-11-21,US-2023-116407
Second Class,2023-11-17,US-2023-128622
First Class,2023-11-18,US-2023-127558
First Class,2023-11-18,US-2023-127558
First Class,2023-11-18,US-2023-119144
Standard Class,2023-11-20,US-2023-139500
Standard Class,2023-11-21,US-2023-147704
Standard Class,2023-11-21,US-2023-147704
Standard Class,2023-11-22,US-2023-160066
Standard Class,2023-11-21,US-2023-147704
Standard Class,2023-11-21,US-2023-147704
First Class,2023-11-18,US-2023-119144
Standard Class,2023-11-20,US-2023-149643
First Class,2023-11-18,US-2023-119144
Standard Class,2023-11-22,US-2023-128209
Standard Class,2023-11-21,US-2023-145926
Standard Class,2023-11-24,US-2023-159835
Standard Class,2023-11-22,US-2023-119375
First Class,2023-11-19,US-2023-140662
Standard Class,2023-11-22,US-2023-119375
Standard Class,2023-11-22,US-2023-128209
Standard Class,2023-11-21,US-2023-130869
Standard Class,2023-11-24,US-2023-159835
First Class,2023-11-19,US-2023-140662
Second Class,2023-11-22,US-2023-101833
Standard Class,2023-11-22,US-2023-119375
First Class,2023-11-19,US-2023-140662
First Class,2023-11-21,US-2023-163468
Standard Class,2023-11-23,US-2023-161032
Standard Class,2023-11-22,US-2023-159926
First Class,2023-11-21,US-2023-163468
Standard Class,2023-11-25,US-2023-124702
Second Class,2023-11-20,US-2023-164210
First Class,2023-11-21,US-2023-163468
Standard Class,2023-11-25,US-2023-124702
Standard Class,2023-11-25,US-2023-115336
Second Class,2023-11-23,US-2023-133809
Standard Class,2023-11-22,US-2023-159926
Standard Class,2023-11-22,US-2023-159926
First Class,2023-11-21,US-2023-163468
Second Class,2023-11-20,US-2023-164210
Second Class,2023-11-21,US-2023-104829
First Class,2023-11-21,US-2023-163468
Second Class,2023-11-20,US-2023-141173
Standard Class,2023-11-22,US-2023-159926
Standard Class,2023-11-22,US-2023-159926
Second Class,2023-11-23,US-2023-133809
Standard Class,2023-11-25,US-2023-123183
Standard Class,2023-11-25,US-2023-123183
Standard Class,2023-11-25,US-2023-123183
Standard Class,2023-11-25,US-2023-123183
Second Class,2023-11-24,US-2023-100972
Second Class,2023-11-22,US-2023-128062
Standard Class,2023-11-24,US-2023-150518
Second Class,2023-11-24,US-2023-158274
First Class,2023-11-21,US-2023-149034
Standard Class,2023-11-24,US-2023-150518
Standard Class,2023-11-23,US-2023-144624
Second Class,2023-11-24,US-2023-158274
Second Class,2023-11-24,US-2023-158274
Standard Class,2023-11-25,US-2023-140396
Standard Class,2023-11-25,US-2023-140396
Standard Class,2023-11-25,US-2023-140396
Standard Class,2023-11-25,US-2023-140396
Standard Class,2023-11-26,US-2023-102274
Standard Class,2023-11-27,US-2023-168501
Standard Class,2023-11-26,US-2023-154781
Standard Class,2023-11-26,US-2023-103401
Standard Class,2023-11-26,US-2023-102274
Standard Class,2023-11-26,US-2023-102274
Standard Class,2023-11-26,US-2023-154781
Standard Class,2023-11-26,US-2023-102274
Standard Class,2023-11-27,US-2023-168501
Standard Class,2023-11-27,US-2023-129091
Standard Class,2023-11-27,US-2023-129091
First Class,2023-11-25,US-2023-105340
Standard Class,2023-11-28,US-2023-112200
Standard Class,2023-11-27,US-2023-129091
Standard Class,2023-11-27,US-2023-129091
First Class,2023-11-25,US-2023-125682
Standard Class,2023-11-26,US-2023-135090
First Class,2023-11-25,US-2023-157385
First Class,2023-11-25,US-2023-157385
Second Class,2023-11-26,US-2023-143721
Standard Class,2023-11-27,US-2023-120544
Standard Class,2023-11-27,US-2023-120544
Standard Class,2023-11-27,US-2023-139283
Standard Class,2023-11-28,US-2023-159625
Standard Class,2023-11-28,US-2023-149055
First Class,2023-11-25,US-2023-157385
Standard Class,2023-11-29,US-2023-110352
First Class,2023-11-25,US-2023-157385
Standard Class,2023-11-27,US-2023-120544
Same Day,2023-11-24,US-2023-105984
Second Class,2023-11-26,US-2023-102295
First Class,2023-11-26,US-2023-158540
Standard Class,2023-11-29,US-2023-122217
Standard Class,2023-11-29,US-2023-153850
Standard Class,2023-11-29,US-2023-100762
First Class,2023-11-26,US-2023-115973
Standard Class,2023-11-30,US-2023-111360
Standard Class,2023-11-30,US-2023-127131
Standard Class,2023-11-29,US-2023-100762
Standard Class,2023-11-30,US-2023-127131
Standard Class,2023-11-29,US-2023-100762
Standard Class,2023-11-29,US-2023-100762
Standard Class,2023-11-30,US-2023-127131
Standard Class,2023-11-28,US-2023-163034
Standard Class,2023-11-30,US-2023-127131
Second Class,2023-11-29,US-2023-167360
Same Day,2023-11-24,US-2023-105984
Standard Class,2023-11-29,US-2023-153850
Standard Class,2023-12-05,CA-2023-153623
Standard Class,2023-12-05,CA-2023-153623
Second Class,2023-11-29,US-2023-119151
Standard Class,2023-11-29,US-2023-144078
Standard Class,2023-11-30,US-2023-127446
Second Class,2023-11-27,US-2023-122588
Second Class,2023-11-27,US-2023-164721
Standard Class,2023-11-30,US-2023-127446
Second Class,2023-11-27,US-2023-164721
Standard Class,2023-11-30,US-2023-107993
Standard Class,2023-11-29,US-2023-144078
Standard Class,2023-11-30,US-2023-127446
Standard Class,2023-11-30,US-2023-127446
Second Class,2023-11-27,US-2023-164721
Standard Class,2023-11-30,US-2023-127446
Second Class,2023-11-29,US-2023-119151
Standard Class,2023-11-30,US-2023-127446
Standard Class,2023-11-29,US-2023-144078
Second Class,2023-12-01,US-2023-147606
Standard Class,2023-12-01,US-2023-141110
Same Day,2023-11-26,US-2023-124730
Same Day,2023-11-26,US-2023-124730
Standard Class,2023-12-01,US-2023-141110
Standard Class,2023-12-01,US-2023-141110
Same Day,2023-11-26,US-2023-124730
Same Day,2023-11-26,US-2023-124730
Standard Class,2023-12-01,US-2023-147648
Standard Class,2023-12-02,US-2023-168984
Standard Class,2023-12-01,US-2023-141110
Standard Class,2023-12-02,US-2023-168984
Standard Class,2023-12-02,US-2023-168984
Same Day,2023-11-26,US-2023-124730
Standard Class,2023-12-01,US-2023-167486
Standard Class,2023-12-03,US-2023-119032
Same Day,2023-11-28,US-2023-105249
Second Class,2023-12-01,US-2023-101560
First Class,2023-12-01,US-2023-159800
Standard Class,2023-12-04,US-2023-163013
Second Class,2023-12-01,US-2023-101560
Second Class,2023-12-01,US-2023-101560
Second Class,2023-11-30,US-2023-121167
Standard Class,2023-12-03,US-2023-120175
Same Day,2023-11-28,US-2023-105249
Second Class,2023-12-01,US-2023-101560
Same Day,2023-11-28,US-2023-105249
First Class,2023-12-01,US-2023-159800
Standard Class,2023-12-02,US-2023-121629
Standard Class,2023-12-04,US-2023-134712
Standard Class,2023-12-06,US-2023-153983
Standard Class,2023-12-06,US-2023-136280
Standard Class,2023-12-06,US-2023-111353
Standard Class,2023-12-06,US-2023-153983
Standard Class,2023-12-04,US-2023-148425
Standard Class,2023-12-04,US-2023-103590
Standard Class,2023-12-06,US-2023-146843
Standard Class,2023-12-06,US-2023-146843
Second Class,2023-12-03,US-2023-150798
First Class,2023-12-03,US-2023-120474
Second Class,2023-12-03,US-2023-161613
Second Class,2023-12-03,US-2023-150798
Standard Class,2023-12-05,US-2023-131051
First Class,2023-12-03,US-2023-143210
First Class,2023-12-03,US-2023-143210
First Class,2023-12-03,US-2023-120474
Second Class,2023-12-03,US-2023-150798
Second Class,2023-12-03,US-2023-150798
Standard Class,2023-12-07,US-2023-131527
First Class,2023-12-03,US-2023-143210
First Class,2023-12-04,US-2023-112158
Standard Class,2023-12-07,US-2023-154095
Standard Class,2023-12-06,US-2023-117744
Standard Class,2023-12-06,US-2023-117744
Standard Class,2023-12-07,US-2023-154095
First Class,2023-12-04,US-2023-101147
Standard Class,2023-12-06,US-2023-117744
First Class,2023-12-04,US-2023-112158
Standard Class,2023-12-07,US-2023-154095
Standard Class,2023-12-09,US-2023-103807
Standard Class,2023-12-07,US-2023-154095
Standard Class,2023-12-09,US-2023-103807
Standard Class,2023-12-07,US-2023-132864
First Class,2023-12-04,US-2023-112158
Standard Class,2023-12-06,CA-2023-123664
Standard Class,2023-12-06,CA-2023-117964
Standard Class,2023-12-06,CA-2023-117964
Second Class,2023-12-06,US-2023-164861
Standard Class,2023-12-09,US-2023-122749
Standard Class,2023-12-08,US-2023-127187
Standard Class,2023-12-09,CA-2023-119508
Standard Class,2023-12-09,CA-2023-119508
First Class,2023-12-07,US-2023-150203
Standard Class,2023-12-10,US-2023-106376
Standard Class,2023-12-10,US-2023-133830
Standard Class,2023-12-09,US-2023-151162
First Class,2023-12-07,US-2023-125542
Standard Class,2023-12-10,US-2023-133830
Standard Class,2023-12-09,US-2023-151162
Standard Class,2023-12-10,US-2023-133830
Standard Class,2023-12-09,US-2023-151162
First Class,2023-12-07,US-2023-125542
Standard Class,2023-12-12,US-2023-138296
Second Class,2023-12-09,US-2023-166191
Second Class,2023-12-09,US-2023-166191
Standard Class,2023-12-09,US-2023-151162
Standard Class,2023-12-09,US-2023-151162
Standard Class,2023-12-10,US-2023-106376
Standard Class,2023-12-10,US-2023-140452
Second Class,2023-12-08,US-2023-110030
Second Class,2023-12-11,US-2023-112872
Standard Class,2023-12-10,US-2023-140452
Standard Class,2023-12-10,US-2023-140452
Standard Class,2023-12-10,US-2023-140452
Standard Class,2023-12-11,US-2023-155390
First Class,2023-12-08,US-2023-106726
Second Class,2023-12-11,US-2023-112872
Standard Class,2023-12-10,US-2023-140452
Standard Class,2023-12-10,US-2023-140452
First Class,2023-12-10,US-2023-138737
First Class,2023-12-08,US-2023-154592
Standard Class,2023-12-13,US-2023-159681
Standard Class,2023-12-13,US-2023-101392
Second Class,2023-12-10,US-2023-135608
Standard Class,2023-12-15,US-2023-144071
Standard Class,2023-12-15,US-2023-144071
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Second Class,2023-12-10,US-2023-135608
Standard Class,2023-12-13,US-2023-104773
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-13,US-2023-129364
Standard Class,2023-12-15,US-2023-169649
Standard Class,2023-12-15,US-2023-138128
Standard Class,2023-12-15,US-2023-169649
First Class,2023-12-11,US-2023-109932
Standard Class,2023-12-16,US-2023-104976
First Class,2023-12-11,US-2023-109932
Standard Class,2023-12-14,US-2023-101175
Standard Class,2023-12-15,US-2023-138128
Standard Class,2023-12-14,US-2023-112991
Standard Class,2023-12-15,US-2023-148488
Standard Class,2023-12-14,US-2023-112991
Standard Class,2023-12-14,US-2023-112991
Standard Class,2023-12-15,US-2023-148488
Second Class,2023-12-14,US-2023-168494
Second Class,2023-12-15,US-2023-113320
Standard Class,2023-12-17,US-2023-141607
Second Class,2023-12-15,US-2023-113320
Second Class,2023-12-14,US-2023-168494
Second Class,2023-12-14,US-2023-168494
Same Day,2023-12-12,US-2023-122959
Standard Class,2023-12-17,US-2023-107573
Second Class,2023-12-15,US-2023-113320
Standard Class,2023-12-17,US-2023-124079
Standard Class,2023-12-17,US-2023-102631
Standard Class,2023-12-17,US-2023-124079
Second Class,2023-12-15,US-2023-129819
Second Class,2023-12-15,US-2023-113579
Second Class,2023-12-15,US-2023-154186
Standard Class,2023-12-20,US-2023-116568
Standard Class,2023-12-21,US-2023-123519
Standard Class,2023-12-21,US-2023-123519
Standard Class,2023-12-19,US-2023-148950
First Class,2023-12-16,US-2023-130575
Standard Class,2023-12-19,US-2023-148950
Standard Class,2023-12-19,US-2023-148950
Standard Class,2023-12-21,US-2023-123519
Standard Class,2023-12-21,US-2023-145541
Standard Class,2023-12-18,CA-2023-151799
Standard Class,2023-12-18,CA-2023-151799
Standard Class,2023-12-18,CA-2023-151799
Standard Class,2023-12-18,CA-2023-151799
Standard Class,2023-12-18,CA-2023-151799
Second Class,2023-12-17,US-2023-129938
First Class,2023-12-18,US-2023-101602
Standard Class,2023-12-21,US-2023-119466
Second Class,2023-12-19,US-2023-116673
First Class,2023-12-18,US-2023-101602
Second Class,2023-12-20,US-2023-153913
Standard Class,2023-12-21,US-2023-124247
First Class,2023-12-17,US-2023-136399
Second Class,2023-12-18,US-2023-113257
Standard Class,2023-12-21,US-2023-108273
Second Class,2023-12-18,US-2023-100706
First Class,2023-12-17,US-2023-136399
Standard Class,2023-12-21,US-2023-112718
Second Class,2023-12-20,US-2023-153913
Standard Class,2023-12-21,US-2023-108273
Standard Class,2023-12-20,US-2023-151379
First Class,2023-12-17,US-2023-136399
Second Class,2023-12-18,US-2023-100706
Second Class,2023-12-18,US-2023-113257
First Class,2023-12-17,US-2023-136399
Second Class,2023-12-19,US-2023-123925
Standard Class,2023-12-24,US-2023-139633
Second Class,2023-12-21,US-2023-120768
Standard Class,2023-12-25,US-2023-150574
Second Class,2023-12-21,US-2023-120768
First Class,2023-12-21,US-2023-162992
First Class,2023-12-21,US-2023-162992
Standard Class,2023-12-25,US-2023-169446
Standard Class,2023-12-25,US-2023-169446
Second Class,2023-12-21,US-2023-120768
Standard Class,2023-12-25,US-2023-150574
First Class,2023-12-21,US-2023-162992
First Class,2023-12-21,US-2023-162992
Standard Class,2023-12-25,US-2023-169446
Standard Class,2023-12-25,US-2023-134551
First Class,2023-12-22,US-2023-138681
Second Class,2023-12-23,US-2023-163412
First Class,2023-12-22,US-2023-138681
Standard Class,2023-12-27,US-2023-160157
First Class,2023-12-21,US-2023-136567
First Class,2023-12-21,US-2023-136567
Standard Class,2023-12-25,US-2023-120852
Standard Class,2023-12-25,US-2023-134551
Second Class,2023-12-23,US-2023-156594
Second Class,2023-12-23,US-2023-156594
Second Class,2023-12-23,US-2023-156594
First Class,2023-12-21,US-2023-136567
First Class,2023-12-23,US-2023-103100
Second Class,2023-12-23,US-2023-156594
Standard Class,2023-12-25,US-2023-109036
First Class,2023-12-23,US-2023-103100
First Class,2023-12-22,US-2023-138681
Standard Class,2023-12-25,US-2023-134551
First Class,2023-12-22,US-2023-138681
First Class,2023-12-21,US-2023-136567
Same Day,2023-12-20,US-2023-140816
First Class,2023-12-22,US-2023-138681
Standard Class,2023-12-25,US-2023-120852
Second Class,2023-12-22,CA-2023-126634
Standard Class,2023-12-27,US-2023-154893
Standard Class,2023-12-27,US-2023-154893
Standard Class,2023-12-28,US-2023-134621
Standard Class,2023-12-25,US-2023-109127
Standard Class,2023-12-26,US-2023-133543
Standard Class,2023-12-29,US-2023-142510
Standard Class,2023-12-26,US-2023-101364
Standard Class,2023-12-29,US-2023-142510
Standard Class,2023-12-29,US-2023-142510
Standard Class,2023-12-26,US-2023-146864
Second Class,2023-12-27,US-2023-154158
Standard Class,2023-12-27,US-2023-114517
Standard Class,2023-12-28,US-2023-142314
Standard Class,2023-12-27,US-2023-114517
Second Class,2023-12-27,US-2023-154158
Standard Class,2023-12-28,US-2023-126333
Second Class,2023-12-27,US-2023-154158
Second Class,2023-12-27,US-2023-154158
Second Class,2023-12-27,US-2023-154158
Standard Class,2023-12-29,US-2023-167738
Standard Class,2023-12-29,US-2023-138247
First Class,2023-12-26,US-2023-156314
Standard Class,2023-12-29,US-2023-138247
First Class,2023-12-26,US-2023-132913
First Class,2023-12-26,US-2023-113166
Standard Class,2023-12-29,US-2023-138247
Standard Class,2023-12-29,US-2023-167738
Standard Class,2023-12-29,US-2023-138247
Standard Class,2023-12-29,US-2023-138247
Standard Class,2023-12-29,US-2023-138247
First Class,2023-12-28,US-2023-111451
Second Class,2023-12-28,US-2023-152030
Standard Class,2023-12-30,US-2023-106264
First Class,2023-12-28,US-2023-111451
First Class,2023-12-28,US-2023-111451
Standard Class,2023-12-31,US-2023-139598
Standard Class,2023-12-31,US-2023-139598
Standard Class,2023-12-30,US-2023-101427
Standard Class,2023-12-31,US-2023-111171
First Class,2023-12-28,US-2023-111451
First Class,2023-12-28,US-2023-111451
Standard Class,2023-12-31,US-2023-139598
Standard Class,2024-01-01,US-2023-168473
Standard Class,2023-12-31,US-2023-139598
Standard Class,2023-12-30,US-2023-106264
Standard Class,2023-12-31,US-2023-163447
Standard Class,2024-01-02,US-2023-106334
Standard Class,2023-12-31,US-2023-162866
Second Class,2024-01-01,US-2023-159611
Standard Class,2023-12-31,US-2023-166961
First Class,2023-12-30,US-2023-165393
Standard Class,2023-12-31,US-2023-166961
Standard Class,2023-12-31,US-2023-148383
Standard Class,2023-12-31,US-2023-166961
Second Class,2023-12-30,US-2023-120243
Standard Class,2024-01-03,US-2023-153087
Standard Class,2024-01-02,US-2023-106334
Standard Class,2023-12-31,US-2023-162866
Second Class,2024-01-01,US-2023-159611
Standard Class,2023-12-31,US-2023-166961
Standard Class,2024-01-03,US-2023-153087
Standard Class,2024-01-01,US-2023-141313
First Class,2023-12-30,US-2023-164259
Standard Class,2024-01-01,US-2023-141313
Standard Class,2024-01-01,US-2023-141313
Standard Class,2024-01-03,US-2023-143371
Standard Class,2024-01-03,US-2023-143371
Standard Class,2024-01-05,US-2023-126802
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-02,US-2023-118276
Second Class,2023-12-31,US-2023-165477
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-03,US-2023-102330
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-02,US-2023-106803
Second Class,2024-01-03,US-2023-152345
Standard Class,2024-01-02,US-2023-106803
Standard Class,2024-01-02,US-2023-110786
Standard Class,2024-01-03,US-2023-102330
Standard Class,2024-01-02,US-2023-110786
Second Class,2024-01-03,US-2023-152345
Standard Class,2024-01-05,CA-2023-146626
Standard Class,2024-01-02,CA-2023-123625
Standard Class,2024-01-02,CA-2023-141531
Standard Class,2024-01-02,CA-2023-123625
Standard Class,2024-01-02,CA-2023-123625
Standard Class,2024-01-02,CA-2023-141531
Standard Class,2024-01-02,CA-2023-123625
Second Class,2024-01-03,US-2023-115189
Standard Class,2024-01-04,US-2023-131800
Standard Class,2024-01-04,US-2023-130960
Second Class,2024-01-01,US-2023-104738
Standard Class,2024-01-04,US-2023-131800
Standard Class,2024-01-04,US-2023-169789
Second Class,2024-01-01,US-2023-104738
First Class,2024-01-01,US-2023-166730
Second Class,2024-01-01,US-2023-104738
Standard Class,2024-01-03,US-2023-138072
Second Class,2024-01-01,US-2023-104738
Second Class,2024-01-03,US-2023-115189
Second Class,2024-01-01,US-2023-104738
Standard Class,2024-01-03,CA-2023-143500
Standard Class,2024-01-07,US-2023-133592
Second Class,2024-01-04,US-2023-150245
Standard Class,2024-01-07,US-2023-133592
First Class,2024-01-03,US-2023-143231
Standard Class,2024-01-04,US-2023-111150
Standard Class,2024-01-05,US-2023-127383
First Class,2024-01-01,US-2023-157644
Standard Class,2024-01-07,US-2023-133592
Standard Class,2024-01-07,US-2023-133592
Standard Class,2024-01-04,US-2023-111150
First Class,2024-01-03,US-2023-143231
Standard Class,2024-01-07,US-2023-133592
First Class,2024-01-01,US-2023-157644
Same Day,2023-12-31,US-2023-133949
Standard Class,2024-01-09,US-2024-146262
Second Class,2024-01-04,US-2024-104514
Standard Class,2024-01-09,US-2024-146262
Second Class,2024-01-04,US-2024-104514
Second Class,2024-01-04,US-2024-104514
Standard Class,2024-01-09,US-2024-146262
Standard Class,2024-01-09,US-2024-146262
Standard Class,2024-01-09,US-2024-146262
Second Class,2024-01-08,US-2024-141243
Second Class,2024-01-08,US-2024-141243
Standard Class,2024-01-08,US-2024-121097
Second Class,2024-01-08,US-2024-141243
Standard Class,2024-01-09,US-2024-104241
Standard Class,2024-01-10,US-2024-149811
Standard Class,2024-01-10,US-2024-149811
Standard Class,2024-01-10,US-2024-154970
Standard Class,2024-01-10,US-2024-158701
Standard Class,2024-01-10,US-2024-108588
Standard Class,2024-01-10,US-2024-158701
Standard Class,2024-01-10,US-2024-108588
Standard Class,2024-01-10,US-2024-108588
Standard Class,2024-01-12,US-2024-149636
Standard Class,2024-01-12,US-2024-149636
Standard Class,2024-01-13,US-2024-119480
Standard Class,2024-01-13,US-2024-119480
Standard Class,2024-01-13,US-2024-119480
Standard Class,2024-01-13,US-2024-119480
Standard Class,2024-01-15,US-2024-157154
Standard Class,2024-01-17,US-2024-128608
Standard Class,2024-01-18,US-2024-156755
Standard Class,2024-01-17,US-2024-128608
Standard Class,2024-01-17,US-2024-128608
Standard Class,2024-01-17,US-2024-128608
Standard Class,2024-01-17,US-2024-128608
Standard Class,2024-01-17,US-2024-137526
Standard Class,2024-01-17,US-2024-137526
Standard Class,2024-01-17,US-2024-137526
Second Class,2024-01-15,US-2024-169677
Standard Class,2024-01-24,US-2024-101399
Standard Class,2024-01-22,US-2024-152681
Standard Class,2024-01-23,US-2024-151547
Standard Class,2024-01-22,CA-2024-152681
Standard Class,2024-01-23,US-2024-141250
Standard Class,2024-01-23,US-2024-141250
Standard Class,2024-01-24,CA-2024-115238
Standard Class,2024-01-24,CA-2024-115238
Standard Class,2024-01-24,CA-2024-115238
Standard Class,2024-01-24,CA-2024-115238
Standard Class,2024-01-24,CA-2024-115238
Standard Class,2024-01-27,US-2024-119214
Standard Class,2024-01-27,US-2024-119214
Standard Class,2024-01-28,US-2024-128958
Standard Class,2024-02-01,US-2024-109603
Second Class,2024-01-29,US-2024-168746
First Class,2024-01-29,US-2024-164777
Second Class,2024-01-29,US-2024-168746
Second Class,2024-01-29,US-2024-168746
Second Class,2024-01-31,US-2024-116638
Standard Class,2024-02-06,US-2024-121797
Standard Class,2024-02-04,US-2024-145401
Standard Class,2024-02-06,US-2024-121797
Second Class,2024-02-05,US-2024-149587
Second Class,2024-02-05,US-2024-149587
Second Class,2024-02-05,US-2024-149587
Standard Class,2024-02-07,US-2024-127327
First Class,2024-02-05,US-2024-140921
First Class,2024-02-04,US-2024-157959
Second Class,2024-02-05,US-2024-132633
Standard Class,2024-02-07,US-2024-103093
First Class,2024-02-05,US-2024-140921
Standard Class,2024-02-13,US-2024-156482
Standard Class,2024-02-13,US-2024-156482
Standard Class,2024-02-13,US-2024-156482
Standard Class,2024-02-13,US-2024-111507
Standard Class,2024-02-13,US-2024-137064
First Class,2024-02-08,US-2024-104038
First Class,2024-02-08,US-2024-104038
Standard Class,2024-02-13,US-2024-137064
Standard Class,2024-02-13,US-2024-137064
Standard Class,2024-02-11,US-2024-147529
Standard Class,2024-02-11,US-2024-147529
First Class,2024-02-11,US-2024-130491
First Class,2024-02-11,US-2024-130491
First Class,2024-02-11,US-2024-130491
Standard Class,2024-02-13,US-2024-114923
Standard Class,2024-02-16,US-2024-146038
Second Class,2024-02-11,US-2024-135391
Second Class,2024-02-11,US-2024-135391
Second Class,2024-02-13,US-2024-101007
Second Class,2024-02-13,US-2024-153374
Second Class,2024-02-14,US-2024-101126
Standard Class,2024-02-19,US-2024-147662
Standard Class,2024-02-19,US-2024-147662
Standard Class,2024-02-19,US-2024-147662
Standard Class,2024-02-21,US-2024-116876
Standard Class,2024-02-19,US-2024-147662
Standard Class,2024-02-21,US-2024-116876
Standard Class,2024-02-19,US-2024-147662
Second Class,2024-02-18,US-2024-116092
Second Class,2024-02-18,US-2024-116092
Second Class,2024-02-18,US-2024-116092
Second Class,2024-02-18,US-2024-116092
Second Class,2024-02-18,US-2024-116092
Standard Class,2024-02-19,US-2024-154326
Standard Class,2024-02-19,US-2024-154326
Standard Class,2024-02-19,US-2024-154326
Standard Class,2024-02-21,US-2024-121776
Standard Class,2024-02-21,US-2024-121776
Standard Class,2024-02-20,US-2024-156923
Standard Class,2024-02-24,US-2024-105725
Standard Class,2024-02-22,US-2024-111234
Standard Class,2024-02-24,US-2024-105725
Second Class,2024-02-23,US-2024-152611
Standard Class,2024-02-25,US-2024-169740
Standard Class,2024-02-27,US-2024-162782
Second Class,2024-02-23,US-2024-129770
Second Class,2024-02-24,US-2024-132374
Standard Class,2024-02-28,US-2024-132276
Standard Class,2024-02-28,US-2024-132276
Standard Class,2024-03-01,US-2024-154900
Standard Class,2024-03-01,US-2024-154900
Standard Class,2024-03-02,US-2024-104129
First Class,2024-02-28,US-2024-111325
First Class,2024-02-28,US-2024-111325
Second Class,2024-03-01,US-2024-138485
Standard Class,2024-03-02,US-2024-104129
Standard Class,2024-03-04,US-2024-145436
Standard Class,2024-03-04,US-2024-145436
First Class,2024-03-04,US-2024-133585
Second Class,2024-03-03,US-2024-102316
Standard Class,2024-03-05,US-2024-133494
First Class,2024-03-04,US-2024-133585
Second Class,2024-03-02,US-2024-153325
Second Class,2024-03-03,US-2024-102316
First Class,2024-03-02,US-2024-104052
Standard Class,2024-03-06,US-2024-110457
Standard Class,2024-03-07,US-2024-105970
Standard Class,2024-03-07,US-2024-105970
Same Day,2024-03-05,US-2024-109512
Second Class,2024-03-07,US-2024-125185
Second Class,2024-03-09,US-2024-140221
Second Class,2024-03-07,US-2024-125185
Second Class,2024-03-09,US-2024-140221
Standard Class,2024-03-09,US-2024-153108
Second Class,2024-03-09,US-2024-140221
Standard Class,2024-03-09,US-2024-109001
Same Day,2024-03-05,US-2024-109512
Standard Class,2024-03-10,US-2024-151785
Same Day,2024-03-05,US-2024-109512
Second Class,2024-03-09,US-2024-140221
Standard Class,2024-03-09,US-2024-109001
Standard Class,2024-03-09,US-2024-120320
Standard Class,2024-03-09,US-2024-109001
Standard Class,2024-03-09,US-2024-153108
Standard Class,2024-03-11,US-2024-142944
Standard Class,2024-03-11,US-2024-142944
First Class,2024-03-10,US-2024-146255
First Class,2024-03-10,US-2024-146255
First Class,2024-03-10,US-2024-146255
First Class,2024-03-10,US-2024-146255
Standard Class,2024-03-12,US-2024-105627
Standard Class,2024-03-12,US-2024-105627
Standard Class,2024-03-12,US-2024-105627
First Class,2024-03-10,US-2024-107741
Standard Class,2024-03-12,US-2024-105627
Standard Class,2024-03-12,US-2024-132136
Standard Class,2024-03-13,US-2024-160213
Standard Class,2024-03-12,US-2024-105627
Second Class,2024-03-11,US-2024-110345
First Class,2024-03-12,US-2024-123155
First Class,2024-03-12,US-2024-123155
Same Day,2024-03-10,US-2024-146829
Same Day,2024-03-10,US-2024-118906
Standard Class,2024-03-17,US-2024-128083
Standard Class,2024-03-17,US-2024-128083
Standard Class,2024-03-17,US-2024-128083
Standard Class,2024-03-18,US-2024-148705
First Class,2024-03-15,US-2024-114237
Second Class,2024-03-18,US-2024-139675
Second Class,2024-03-18,US-2024-139675
Second Class,2024-03-18,CA-2024-139675
Second Class,2024-03-18,CA-2024-139675
Standard Class,2024-03-18,US-2024-163587
Standard Class,2024-03-18,US-2024-163587
Standard Class,2024-03-19,US-2024-167479
Standard Class,2024-03-21,US-2024-155124
Standard Class,2024-03-23,US-2024-144722
Second Class,2024-03-18,US-2024-112116
Standard Class,2024-03-22,US-2024-145352
Second Class,2024-03-20,US-2024-150231
Standard Class,2024-03-22,US-2024-145352
Standard Class,2024-03-22,US-2024-145352
Second Class,2024-03-19,US-2024-134257
Second Class,2024-03-19,US-2024-134257
Standard Class,2024-03-22,US-2024-145352
Standard Class,2024-03-20,US-2024-153906
Second Class,2024-03-22,US-2024-110632
Second Class,2024-03-22,US-2024-110632
First Class,2024-03-22,US-2024-168088
Standard Class,2024-03-23,US-2024-113110
First Class,2024-03-20,US-2024-149993
Standard Class,2024-03-23,US-2024-113110
First Class,2024-03-22,US-2024-168088
Standard Class,2024-03-24,US-2024-143532
Standard Class,2024-03-26,US-2024-163104
